split,ID,Speaker_ID,Speech_Duration_seconds,Accent,transcript_raw,normalised_transcript_raw,hypothesis_raw
test,AESRC2020-INDIAN-ACCENT-G01030-G01030S1300,AESRC2020-INDIAN-ACCENT-G01030,,INDIAN,i looked to the ground instantly and i saw my voodoo doll,,i looked to the ground instantly and i saw my voodoo doll
test,AESRC2020-INDIAN-ACCENT-G01030-G01030S2355,AESRC2020-INDIAN-ACCENT-G01030,,INDIAN,is there a discount on whisper sanitary bad choice wings extra large,,is there a discount on whisper sanitary pad choice wings extra large
test,AESRC2020-INDIAN-ACCENT-G01044-G01044S1299,AESRC2020-INDIAN-ACCENT-G01044,,INDIAN,if they offered me a job in the usa i had jump at the chance,,if they offered me a job in the u s a i hadd jump at the chance
test,AESRC2020-INDIAN-ACCENT-G01044-G01044S1300,AESRC2020-INDIAN-ACCENT-G01044,,INDIAN,she was at her last gasp unable even to moan,,she was at her last gasp unable even to moan
test,AESRC2020-INDIAN-ACCENT-G01044-G01044S2354,AESRC2020-INDIAN-ACCENT-G01044,,INDIAN,what is the precipitation level today in princeville,,what is the precipitation level today in prince valley
test,AESRC2020-INDIAN-ACCENT-G01044-G01044S2355,AESRC2020-INDIAN-ACCENT-G01044,,INDIAN,how can i use account for in a sentence,,how can i use account for in a sentence
test,AESRC2020-INDIAN-ACCENT-G01044-G01044S3370,AESRC2020-INDIAN-ACCENT-G01044,,INDIAN,tv is a waste of time,,dy is a waste of time
test,AESRC2020-INDIAN-ACCENT-G01056-G01056S1299,AESRC2020-INDIAN-ACCENT-G01056,,INDIAN,i would like to ask at this address under the title,,i would like to ask at this address under the title
test,AESRC2020-INDIAN-ACCENT-G01056-G01056S1300,AESRC2020-INDIAN-ACCENT-G01056,,INDIAN,to my fury i saw that the dog had taken our meat,,to my fury i saw that the dog had taken our meat
test,AESRC2020-INDIAN-ACCENT-G01056-G01056S2354,AESRC2020-INDIAN-ACCENT-G01056,,INDIAN,what other ways can i say call on in english,,what other ways can i say call on in english
test,AESRC2020-INDIAN-ACCENT-G01056-G01056S2355,AESRC2020-INDIAN-ACCENT-G01056,,INDIAN,don't play the film for mother's sake,,don't play the film for mother's sake
test,AESRC2020-INDIAN-ACCENT-G01077-G01077S1300,AESRC2020-INDIAN-ACCENT-G01077,,INDIAN,i can't keep pace with you at this rate go slowly,,i can't keep pace with you at this rate go slowly
test,AESRC2020-INDIAN-ACCENT-G01077-G01077S2355,AESRC2020-INDIAN-ACCENT-G01077,,INDIAN,this is the movie the lord of low and power original,,this is the movie the lord of love and power original
test,AESRC2020-INDIAN-ACCENT-G01079-G01079S1299,AESRC2020-INDIAN-ACCENT-G01079,,INDIAN,he walked over to the window to read the letter more easily,,he walked over to the window to read the letter more easily
test,AESRC2020-INDIAN-ACCENT-G01079-G01079S1300,AESRC2020-INDIAN-ACCENT-G01079,,INDIAN,she wore a floppy hat tricked out with a yellow ribbon,,she wore a floppy hat sticked out with a yellow ribbon
test,AESRC2020-INDIAN-ACCENT-G01079-G01079S2354,AESRC2020-INDIAN-ACCENT-G01079,,INDIAN,how much will it cost me to visit acc limited,,how much will it cost me to visit a c c limited
test,AESRC2020-INDIAN-ACCENT-G01079-G01079S2355,AESRC2020-INDIAN-ACCENT-G01079,,INDIAN,help me find the definition of in the distance,,help me find the definition of in the distance
test,AESRC2020-INDIAN-ACCENT-G01079-G01079S3370,AESRC2020-INDIAN-ACCENT-G01079,,INDIAN,do not cook the food keep it warm,,do not cook the food keep it warm
test,AESRC2020-INDIAN-ACCENT-G01092-G01092S1299,AESRC2020-INDIAN-ACCENT-G01092,,INDIAN,to pursue certain goals you pretend that they did not exist,,to purchase certain goods you pretend that they did not exist
test,AESRC2020-INDIAN-ACCENT-G01092-G01092S2355,AESRC2020-INDIAN-ACCENT-G01092,,INDIAN,had songs by sajid jafri to the queue,,h songs by sajit jeffrey to the queue
test,AESRC2020-INDIAN-ACCENT-G01197-G01197S1298,AESRC2020-INDIAN-ACCENT-G01197,,INDIAN,resume trading on the first day of air power to end slump,,resume trading on the first day of air power to end slump
test,AESRC2020-INDIAN-ACCENT-G01197-G01197S2354,AESRC2020-INDIAN-ACCENT-G01197,,INDIAN,what is the next episode of shanti,,what is the next episode of shanti
test,AESRC2020-INDIAN-ACCENT-G01197-G01197S2355,AESRC2020-INDIAN-ACCENT-G01197,,INDIAN,does the movie the dancing girl have subtitles,,does the movie the dancing girl have subtitles
test,AESRC2020-INDIAN-ACCENT-G01203-G01203S1296,AESRC2020-INDIAN-ACCENT-G01203,,INDIAN,i can stay as long as i want i've got an open ticket,,i can stay as long as i want i've got an open ticket
test,AESRC2020-INDIAN-ACCENT-G01203-G01203S1299,AESRC2020-INDIAN-ACCENT-G01203,,INDIAN,he was please to be in australia close to his beloved wife,,he was pleased to be in austria close to his beloved wife
test,AESRC2020-INDIAN-ACCENT-G01203-G01203S2353,AESRC2020-INDIAN-ACCENT-G01203,,INDIAN,i want to watch episode three of a beautiful mind,,i want to watch episode three of a beautiful mind
test,AESRC2020-INDIAN-ACCENT-G01203-G01203S2355,AESRC2020-INDIAN-ACCENT-G01203,,INDIAN,what will the temperature be at eight pm tonight in desbiens,,what will the temperature be at eight p m toonight in desespens
test,AESRC2020-INDIAN-ACCENT-G01207-G01207S1300,AESRC2020-INDIAN-ACCENT-G01207,,INDIAN,but in the art of the possible of the deal he is wrong,,but in the art of the possible of the deal he is wrong
test,AESRC2020-INDIAN-ACCENT-G01207-G01207S2355,AESRC2020-INDIAN-ACCENT-G01207,,INDIAN,what time will the sun rise in east angus,,what time will the sun rise in east angus
test,AESRC2020-INDIAN-ACCENT-G01218-G01218S1300,AESRC2020-INDIAN-ACCENT-G01218,,INDIAN,somehow i don't think williams is in danger of boring anyone just yet,,somehow i don't think williams is in danger of boring anyone just yet
test,AESRC2020-INDIAN-ACCENT-G01218-G01218S2355,AESRC2020-INDIAN-ACCENT-G01218,,INDIAN,what is the pressure in sault ste marie,,what is the pressure in sl st state muray
test,AESRC2020-INDIAN-ACCENT-G01280-G01280S1300,AESRC2020-INDIAN-ACCENT-G01280,,INDIAN,they are looking for their place in the world said zinni,,they're looking for their place in the world said jenny
test,AESRC2020-INDIAN-ACCENT-G01280-G01280S2355,AESRC2020-INDIAN-ACCENT-G01280,,INDIAN,when did unni menon first debut,,when did only manon first debut
test,AESRC2020-INDIAN-ACCENT-G01300-G01300S1299,AESRC2020-INDIAN-ACCENT-G01300,,INDIAN,he was no more successful as a gambler very quickly he was in debt,,he was no more successful as a gambler very quickly he was in debt
test,AESRC2020-INDIAN-ACCENT-G01300-G01300S1300,AESRC2020-INDIAN-ACCENT-G01300,,INDIAN,he is such an irritable person you can hardly speak to him,,he is such an irritable person you can hardly speak to him
test,AESRC2020-INDIAN-ACCENT-G01300-G01300S2354,AESRC2020-INDIAN-ACCENT-G01300,,INDIAN,how many songs has grum made,,how many songs has grum mad
test,AESRC2020-INDIAN-ACCENT-G01300-G01300S2355,AESRC2020-INDIAN-ACCENT-G01300,,INDIAN,is be the star in my life broadcast on the radio,,is b the star in my lifeve broadcast on the radio
test,AESRC2020-INDIAN-ACCENT-G01301-G01301S1299,AESRC2020-INDIAN-ACCENT-G01301,,INDIAN,he's got time and class like the greatest footballers like pele on the ball,,he's got time and class like the greatest footballers like bill on the ball
test,AESRC2020-INDIAN-ACCENT-G01301-G01301S1300,AESRC2020-INDIAN-ACCENT-G01301,,INDIAN,i understand your view if you want to believe that that is fine,,i understand your view if you want to believe that that is fine
test,AESRC2020-INDIAN-ACCENT-G01301-G01301S2354,AESRC2020-INDIAN-ACCENT-G01301,,INDIAN,i want to know what the movie why sons go astray is about,,i want to know what the movie wisson go estay is about
test,AESRC2020-INDIAN-ACCENT-G01301-G01301S2355,AESRC2020-INDIAN-ACCENT-G01301,,INDIAN,i want to take a train to hellenic republic,,i want to take a train to hellenic republic
test,AESRC2020-INDIAN-ACCENT-G01301-G01301S3370,AESRC2020-INDIAN-ACCENT-G01301,,INDIAN,switch on the sweeping robot,,switch on the sweeping grow boat
test,AESRC2020-INDIAN-ACCENT-G01382-G01382S1299,AESRC2020-INDIAN-ACCENT-G01382,,INDIAN,if you drive me up to edinburgh we'll go halves on the petrol,,if you drive me up to edinburgh we'll go halves on the patrol
test,AESRC2020-INDIAN-ACCENT-G01382-G01382S1300,AESRC2020-INDIAN-ACCENT-G01382,,INDIAN,instead of talking you to the station i should have driven you straight home,,instead of talking you to the station i should have driven you straight home
test,AESRC2020-INDIAN-ACCENT-G01382-G01382S2354,AESRC2020-INDIAN-ACCENT-G01382,,INDIAN,do they have a breakfast menu at new maratha kolhapur darbar,,do they have a breakfast menu at new maratha koolhap or d bar
test,AESRC2020-INDIAN-ACCENT-G01382-G01382S2355,AESRC2020-INDIAN-ACCENT-G01382,,INDIAN,i want to know when it will rain in carleton sur mer,,i want to know when it will rain in caralton suirmer
test,AESRC2020-INDIAN-ACCENT-G01431-G01431S1299,AESRC2020-INDIAN-ACCENT-G01431,,INDIAN,in real terms you are only slightly worse off now than you were then,,in real terms you are only slightly worse off now than you were then
test,AESRC2020-INDIAN-ACCENT-G01431-G01431S1300,AESRC2020-INDIAN-ACCENT-G01431,,INDIAN,many a man fails to become a thinker only because his memory is too good,,many a man fails to become a thinker only because his memory is too good
test,AESRC2020-INDIAN-ACCENT-G01431-G01431S2354,AESRC2020-INDIAN-ACCENT-G01431,,INDIAN,i want to know when it will rain in kulti,,i want to know when it will rain in cing
test,AESRC2020-INDIAN-ACCENT-G01431-G01431S2355,AESRC2020-INDIAN-ACCENT-G01431,,INDIAN,i want to know the origin of cut down,,i want to know the origin of cut down
test,AESRC2020-INDIAN-ACCENT-G01442-G01442S1299,AESRC2020-INDIAN-ACCENT-G01442,,INDIAN,how did a man with so much talent go so wrong,,how did a man with so much talent go so wrong
test,AESRC2020-INDIAN-ACCENT-G01442-G01442S1300,AESRC2020-INDIAN-ACCENT-G01442,,INDIAN,the brady bill is named for former white house press secretary james brady,,the brady bill is named for former white house press secretary james brady
test,AESRC2020-INDIAN-ACCENT-G01442-G01442S2351,AESRC2020-INDIAN-ACCENT-G01442,,INDIAN,i don't want to watch father india,,i don't want to watch fther india
test,AESRC2020-INDIAN-ACCENT-G01442-G01442S2354,AESRC2020-INDIAN-ACCENT-G01442,,INDIAN,how many other people bought park avenue soap storm box,,how many other people bought park avenue soapy stormws
test,AESRC2020-INDIAN-ACCENT-G01458-G01458S1300,AESRC2020-INDIAN-ACCENT-G01458,,INDIAN,but to get one with a fixed interest rate you must act fast,,but to get one with a fixed interest rate you must act fast
test,AESRC2020-INDIAN-ACCENT-G01458-G01458S2354,AESRC2020-INDIAN-ACCENT-G01458,,INDIAN,what is the latest news about the song doste marang mana,,what is the latest news about the song doste marangmana
test,AESRC2020-INDIAN-ACCENT-G01458-G01458S2355,AESRC2020-INDIAN-ACCENT-G01458,,INDIAN,what is the plot of the show begin again,,what is the plot of the show begin again
test,AESRC2020-INDIAN-ACCENT-G01458-G01458S3370,AESRC2020-INDIAN-ACCENT-G01458,,INDIAN,to keep the food warm please keep the rice cooker closed,,to keep the food warm please keep the rice cooker closed
test,AESRC2020-INDIAN-ACCENT-G01464-G01464S1299,AESRC2020-INDIAN-ACCENT-G01464,,INDIAN,it is too late to lock the stable door when the horse is stolen,,it is too late to lock the stable door when the horse is stolen
test,AESRC2020-INDIAN-ACCENT-G01464-G01464S1300,AESRC2020-INDIAN-ACCENT-G01464,,INDIAN,i think they were just checking to see if i was paying attention,,i think they were just checking to see if i was paying attention
test,AESRC2020-INDIAN-ACCENT-G01464-G01464S2354,AESRC2020-INDIAN-ACCENT-G01464,,INDIAN,what is the plot of pilgrims of love,,what is the plot of pilgrims of love
test,AESRC2020-INDIAN-ACCENT-G01464-G01464S2355,AESRC2020-INDIAN-ACCENT-G01464,,INDIAN,what are examples of once more,,what are the examples of once more
test,AESRC2020-INDIAN-ACCENT-G01479-G01479S1299,AESRC2020-INDIAN-ACCENT-G01479,,INDIAN,he called to me from the other side of the street,,he called to me from the other side of the street
test,AESRC2020-INDIAN-ACCENT-G01479-G01479S1300,AESRC2020-INDIAN-ACCENT-G01479,,INDIAN,she then chatted with cox in the kitchen for few minutes,,she then chatted with cox in the kitchen for a few minutes
test,AESRC2020-INDIAN-ACCENT-G01479-G01479S2354,AESRC2020-INDIAN-ACCENT-G01479,,INDIAN,give me a summary of the movie veiled enemy,,give me a summary of the movie veiled enemy
test,AESRC2020-INDIAN-ACCENT-G01479-G01479S2355,AESRC2020-INDIAN-ACCENT-G01479,,INDIAN,i want to listen to fast songs by pilita corrales,,i want to listen to fast songs by pelita corales
test,AESRC2020-INDIAN-ACCENT-G01479-G01479S3370,AESRC2020-INDIAN-ACCENT-G01479,,INDIAN,deactivate the smart light now,,deactivate the smart light now
test,AESRC2020-INDIAN-ACCENT-G01484-G01484S1300,AESRC2020-INDIAN-ACCENT-G01484,,INDIAN,this fellow looks as if he has had ones over the eight,,this fellow looks as if he has had once over the eight
test,AESRC2020-INDIAN-ACCENT-G01484-G01484S2355,AESRC2020-INDIAN-ACCENT-G01484,,INDIAN,does high tension have more than one series,,does high tension have more than one series
test,AESRC2020-INDIAN-ACCENT-G01503-G01503S1299,AESRC2020-INDIAN-ACCENT-G01503,,INDIAN,so the people have to become alert and awake and become active,,so the pupil have to become alert and awake and become active
test,AESRC2020-INDIAN-ACCENT-G01503-G01503S1300,AESRC2020-INDIAN-ACCENT-G01503,,INDIAN,he was knocked out after a day of laboring in the garden,,he was knocked out after a day of labouring in the garden
test,AESRC2020-INDIAN-ACCENT-G01503-G01503S2354,AESRC2020-INDIAN-ACCENT-G01503,,INDIAN,of it the plot of lioness,,what is the plot of lioness
test,AESRC2020-INDIAN-ACCENT-G01503-G01503S2355,AESRC2020-INDIAN-ACCENT-G01503,,INDIAN,what is the real feel temperature now in el paso,,what is the real field temperature now in el paso
test,AESRC2020-INDIAN-ACCENT-G01505-G01505S1299,AESRC2020-INDIAN-ACCENT-G01505,,INDIAN,how do you change the tone as vice president as number two,,how do you change the tone as vice president as number two
test,AESRC2020-INDIAN-ACCENT-G01505-G01505S1300,AESRC2020-INDIAN-ACCENT-G01505,,INDIAN,leave it to cool in the tin for five minutes before cutting it into squares,,leave it to cool in the chin for five minutes before cutting it into squares
test,AESRC2020-INDIAN-ACCENT-G01505-G01505S2354,AESRC2020-INDIAN-ACCENT-G01505,,INDIAN,don't play songs by hermanas aguila,,don't play songs by hermanas aguula
test,AESRC2020-INDIAN-ACCENT-G01505-G01505S2355,AESRC2020-INDIAN-ACCENT-G01505,,INDIAN,i don't want to listen to music by bhupen hazarika,,i don't want to listen to music by bpain hazarika
test,AESRC2020-INDIAN-ACCENT-G01534-G01534S1300,AESRC2020-INDIAN-ACCENT-G01534,,INDIAN,i am not i think quite so much at a loss,,i am not i think quite so much at a loss
test,AESRC2020-INDIAN-ACCENT-G01534-G01534S2355,AESRC2020-INDIAN-ACCENT-G01534,,INDIAN,what other ways can i say go by in english,,what other ways can i say go by in english
test,AESRC2020-INDIAN-ACCENT-G01697-G01697S1300,AESRC2020-INDIAN-ACCENT-G01697,,INDIAN,this is the second attack that has occurred in nairobi in the month of december,,this is the second attack that has occurred in nairobi in the month of december
test,AESRC2020-INDIAN-ACCENT-G01697-G01697S2354,AESRC2020-INDIAN-ACCENT-G01697,,INDIAN,who is the main actress in the movie fairy of sinhaldwip,,who is the main actress in the movie fairy of sin haldwip
test,AESRC2020-INDIAN-ACCENT-G01697-G01697S2355,AESRC2020-INDIAN-ACCENT-G01697,,INDIAN,what is the best way to get to datamatics,,what is the best way to get to dataatics
test,AESRC2020-INDIAN-ACCENT-G01697-G01697S3369,AESRC2020-INDIAN-ACCENT-G01697,,INDIAN,please set a proper comfortable volume,,please set a proper comftable volume
test,AESRC2020-INDIAN-ACCENT-G01722-G01722S1298,AESRC2020-INDIAN-ACCENT-G01722,,INDIAN,a guard opened the door of the train and the commander got in,,a guard opened the door of the train and the commander got in
test,AESRC2020-INDIAN-ACCENT-G01722-G01722S1300,AESRC2020-INDIAN-ACCENT-G01722,,INDIAN,president clinton displayed no lack of vigor when he began to speak,,president clinton displayed no lack of rigour when he began to speak
test,AESRC2020-INDIAN-ACCENT-G01722-G01722S2353,AESRC2020-INDIAN-ACCENT-G01722,,INDIAN,i want to know when it will rain in pali,,i want to know when it will rain in bali
test,AESRC2020-INDIAN-ACCENT-G01722-G01722S2355,AESRC2020-INDIAN-ACCENT-G01722,,INDIAN,i want to know about bela shende music career,,i want to know about blla shandy music career
test,AESRC2020-INDIAN-ACCENT-G01723-G01723S1300,AESRC2020-INDIAN-ACCENT-G01723,,INDIAN,i think that would be an opening into a new area of football,,i think that would be an opening into a new area of football
test,AESRC2020-INDIAN-ACCENT-G01723-G01723S2355,AESRC2020-INDIAN-ACCENT-G01723,,INDIAN,will it rain tomorrow in kochi,,will it rain tomorrow in coache
test,AESRC2020-INDIAN-ACCENT-G01737-G01737S1299,AESRC2020-INDIAN-ACCENT-G01737,,INDIAN,you don't seem to realize what turn ice you are on,,you don't seem to realise what thin ice you are on
test,AESRC2020-INDIAN-ACCENT-G01737-G01737S1300,AESRC2020-INDIAN-ACCENT-G01737,,INDIAN,but it has to be in the context of the try,,but it has to be in the context of the try
test,AESRC2020-INDIAN-ACCENT-G01737-G01737S2354,AESRC2020-INDIAN-ACCENT-G01737,,INDIAN,help me buy a plane ticket to republic of vanuatu,,help me buy a plane ticket to republic of wanuatu
test,AESRC2020-INDIAN-ACCENT-G01737-G01737S2355,AESRC2020-INDIAN-ACCENT-G01737,,INDIAN,will it rain tomorrow in danapur,,will it rain tomorrow in danapur
test,AESRC2020-INDIAN-ACCENT-G01754-G01754S1298,AESRC2020-INDIAN-ACCENT-G01754,,INDIAN,all the members of the family get together once a year,,all the members of the family get together once a year
test,AESRC2020-INDIAN-ACCENT-G01754-G01754S1299,AESRC2020-INDIAN-ACCENT-G01754,,INDIAN,she did not like it because it looked so dark and sinister,,she did not like it because it looked so dark and sinister
test,AESRC2020-INDIAN-ACCENT-G01754-G01754S2353,AESRC2020-INDIAN-ACCENT-G01754,,INDIAN,is they just want on any movie soundtracks,,is they just want on any movie soundtracks
test,AESRC2020-INDIAN-ACCENT-G01754-G01754S2355,AESRC2020-INDIAN-ACCENT-G01754,,INDIAN,does hotel shelter have an indoor pool and gym,,does hotel shelter have an indoor pool and gym
test,AESRC2020-INDIAN-ACCENT-G01754-G01754S3370,AESRC2020-INDIAN-ACCENT-G01754,,INDIAN,i will hear to some random music,,i will hear to some random music
test,AESRC2020-INDIAN-ACCENT-G01767-G01767S1298,AESRC2020-INDIAN-ACCENT-G01767,,INDIAN,but the president doesn't teach so who cares what degree he or she has,,but the president doesn't teach so who cares what degree he or she has
test,AESRC2020-INDIAN-ACCENT-G01767-G01767S1299,AESRC2020-INDIAN-ACCENT-G01767,,INDIAN,i do have real concerns though about the quality of the police overall,,i do have real concerns though about the quality of the police overall
test,AESRC2020-INDIAN-ACCENT-G01767-G01767S2354,AESRC2020-INDIAN-ACCENT-G01767,,INDIAN,when did the show yes boss first air,,when did the show yes boss first air
test,AESRC2020-INDIAN-ACCENT-G01767-G01767S2355,AESRC2020-INDIAN-ACCENT-G01767,,INDIAN,i want to know recent news about sajid jafri,,i want to know recent news about sajed jafrey
test,AESRC2020-INDIAN-ACCENT-G01784-G01784S1299,AESRC2020-INDIAN-ACCENT-G01784,,INDIAN,he got up his eyes still flashing between gatsby and his wife,,he got up his eyes still flashing between getzbah and his wife
test,AESRC2020-INDIAN-ACCENT-G01784-G01784S1300,AESRC2020-INDIAN-ACCENT-G01784,,INDIAN,tom wasted no time in telling me why he had come,,tom wasted no time in telling me why he had come
test,AESRC2020-INDIAN-ACCENT-G01784-G01784S2354,AESRC2020-INDIAN-ACCENT-G01784,,INDIAN,how is the weather today in birmingham,,how is the weather today in birmingham
test,AESRC2020-INDIAN-ACCENT-G01784-G01784S2355,AESRC2020-INDIAN-ACCENT-G01784,,INDIAN,where is the best place to eat in ukraine,,where is the best place to eat in ukraine
test,AESRC2020-INDIAN-ACCENT-G01786-G01786S1299,AESRC2020-INDIAN-ACCENT-G01786,,INDIAN,i'm only just beginning to take it in that he's still missing,,i am only just beginning to take it in that he is still missing
test,AESRC2020-INDIAN-ACCENT-G01786-G01786S1300,AESRC2020-INDIAN-ACCENT-G01786,,INDIAN,love the way we are getting more and more radio with pictures,,love the way we' getting more and more radio with pictures
test,AESRC2020-INDIAN-ACCENT-G01786-G01786S2354,AESRC2020-INDIAN-ACCENT-G01786,,INDIAN,remove the show twin peaks from my watch list,,remove the showort twin peaks from my watchist
test,AESRC2020-INDIAN-ACCENT-G01786-G01786S2355,AESRC2020-INDIAN-ACCENT-G01786,,INDIAN,i want to know more about the movie a full moon night in spring,,i want to know more about the movie a full moon night in spring
test,AESRC2020-INDIAN-ACCENT-G01820-G01820S1298,AESRC2020-INDIAN-ACCENT-G01820,,INDIAN,it's great if you can find a river that's isn't already dammed,,it's great if you can find a river that's isn't already damped
test,AESRC2020-INDIAN-ACCENT-G01820-G01820S1300,AESRC2020-INDIAN-ACCENT-G01820,,INDIAN,her sudden success put us all in the shade,,her sudden success put us all in the shade
test,AESRC2020-INDIAN-ACCENT-G01820-G01820S2357,AESRC2020-INDIAN-ACCENT-G01820,,INDIAN,what's a recommended dish at hotel mirch masala,,what's a recommended dish at hotel midch masala
test,AESRC2020-INDIAN-ACCENT-G01820-G01820S2360,AESRC2020-INDIAN-ACCENT-G01820,,INDIAN,what's the nearest gopal krishnan hotel branch,,what's the nearest gopal chrishian hotel branch
test,AESRC2020-INDIAN-ACCENT-G01820-G01820S3371,AESRC2020-INDIAN-ACCENT-G01820,,INDIAN,you have to turn off the air conditioner,,you have to turn off the air conditioner
test,AESRC2020-INDIAN-ACCENT-G01832-G01832S1300,AESRC2020-INDIAN-ACCENT-G01832,,INDIAN,don't forget to put stamps on your letter,,don't forget to put stamps on your letter
test,AESRC2020-INDIAN-ACCENT-G01832-G01832S2365,AESRC2020-INDIAN-ACCENT-G01832,,INDIAN,i want to book a table at khandalwal restaurant,,i want to book a table at candelwal restaurant
