dataset,model,model_display,batch_size,status,rtfx_audio_s_per_s,utterances_per_s,completion_latency_p95_s,gpu_util_mean_pct,device_memory_peak_mib,corpus_wer_pct,wer_delta_pp_vs_batch1,empty_hypotheses,quality_valid,gate_reject_reason,sensitivity_valid,is_selected
svarah,large,Whisper Large-v3,1,ok,14.48,2.733,0.7504,33.51,4039.0,6.8819,0.0,0,True,,True,False
svarah,large,Whisper Large-v3,2,ok,21.917,4.137,0.8955,31.77,4393.0,6.9173,0.0354,0,True,,True,False
svarah,large,Whisper Large-v3,4,ok,31.39,5.925,1.2013,30.07,4991.0,6.8996,0.0177,0,True,,True,False
svarah,large,Whisper Large-v3,8,ok,39.13,7.386,1.79,28.32,6771.0,6.9173,0.0354,0,True,,True,False
svarah,large,Whisper Large-v3,16,ok,47.019,8.875,2.5456,29.16,10319.0,6.9173,0.0354,0,True,,True,False
svarah,large,Whisper Large-v3,32,ok,52.225,9.858,4.2979,29.18,17309.0,6.8996,0.0177,0,True,,True,False
svarah,large,Whisper Large-v3,64,ok,55.668,10.508,7.1769,29.52,31273.0,6.9173,0.0354,0,True,,True,True
svarah,large,Whisper Large-v3,128,ok,55.455,10.468,13.831,30.43,36385.0,6.9173,0.0354,0,True,,True,False
svarah,parakeet,Parakeet-TDT-0.6B-v2,1,ok,84.59,15.967,0.0752,36.77,3133.0,12.9124,0.0,0,True,,True,False
svarah,parakeet,Parakeet-TDT-0.6B-v2,2,ok,157.913,29.808,0.0818,37.36,3245.0,13.0011,0.0887,0,True,,True,False
svarah,parakeet,Parakeet-TDT-0.6B-v2,4,ok,294.892,55.664,0.092,38.71,3433.0,12.7173,-0.1951,0,False,wer -0.1951 pp,True,False
svarah,parakeet,Parakeet-TDT-0.6B-v2,8,ok,537.089,101.38,0.1081,40.81,3777.0,12.9301,0.0177,0,True,,True,True
svarah,parakeet,Parakeet-TDT-0.6B-v2,16,ok,907.168,171.236,0.156,43.5,4473.0,13.0188,0.1064,0,False,wer +0.1064 pp,True,False
svarah,parakeet,Parakeet-TDT-0.6B-v2,32,ok,1326.691,250.425,0.3597,46.88,5823.0,13.0365,0.1241,0,False,wer +0.1241 pp,True,False
svarah,parakeet,Parakeet-TDT-0.6B-v2,64,ok,1580.31,298.298,0.6451,49.88,8473.0,13.0188,0.1064,0,False,wer +0.1064 pp,True,False
svarah,parakeet,Parakeet-TDT-0.6B-v2,128,ok,1384.524,261.341,1.1833,63.88,9963.0,13.0188,0.1064,0,False,wer +0.1064 pp,True,False
svarah,parakeet_ctc,Parakeet-CTC-1.1B,1,ok,53.62,10.121,0.1066,34.38,4711.0,15.165,0.0,0,True,,True,False
svarah,parakeet_ctc,Parakeet-CTC-1.1B,2,ok,104.358,19.698,0.106,35.72,4765.0,15.1827,0.0177,0,True,,True,False
svarah,parakeet_ctc,Parakeet-CTC-1.1B,4,ok,201.897,38.11,0.1108,36.76,4871.0,15.2182,0.0532,0,True,,True,True
svarah,parakeet_ctc,Parakeet-CTC-1.1B,8,ok,382.414,72.184,0.1209,38.78,5121.0,15.3246,0.1596,0,False,wer +0.1596 pp,True,False
svarah,parakeet_ctc,Parakeet-CTC-1.1B,16,ok,677.219,127.831,0.1754,43.81,5537.0,15.3778,0.2128,0,False,wer +0.2128 pp,True,False
svarah,parakeet_ctc,Parakeet-CTC-1.1B,32,ok,1029.938,194.41,0.4662,57.09,6537.0,15.3246,0.1596,0,False,wer +0.1596 pp,True,False
svarah,parakeet_ctc,Parakeet-CTC-1.1B,64,ok,1175.276,221.844,0.8911,61.5,8201.0,15.2714,0.1064,0,False,wer +0.1064 pp,True,False
svarah,parakeet_ctc,Parakeet-CTC-1.1B,128,ok,1032.379,194.871,1.6989,71.73,12199.0,15.3423,0.1773,0,False,wer +0.1773 pp,True,False
