split,ID,Speaker_ID,Speech_Duration_seconds,Gender,Age,Native_Language,model,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer,cer,ref_recall,length_ratio
test,281474976925712_f2835_chunk_0.wav,,0.1640625,Female,18-30,Dogri,tiny,transcript_raw,gold,Cat,cat,Kay. Do you have my question? Do you have the charge? Yes and I train.,kay do you have my question do you have the charge yes and i train,15.0,21.0,0.0,15.0
test,281474976887083_f2168_chunk_4.wav,,0.985,Female,30-45,Gujarati,tiny,transcript_raw,gold,IT sectors,it sectors,"I Crusaders ide partnerships with This project. An English inspired made for Tori. When Tori is comp Landorter мной,'ll run their feeds, will build their own supply. ... .. . ..",i crusaders ide partnerships with this project an english inspired made for tori when tori is comp landorter мной ll run their feeds will build their own supply,14.0,15.0,0.0,14.0
test,281474976893929_f1399_chunk_0.wav,,0.4085,Female,18-30,Nepali,tiny,transcript_raw,gold,Bed,bed,"[♪ando-struggling musicake tr health labels, traffic accidentidor praises the murderer's murderer tape.""",ando struggling musicake tr health labels traffic accidentidor praises the murderer s murderer tape,14.0,32.0,0.0,14.0
test,281474976893934_f1398_chunk_0.wav,,0.6808125,Female,18-30,Nepali,tiny,transcript_raw,gold,Backward,backward,That row. But that too... One more two! Five! Less than half.,that row but that too one more two five less than half,12.0,6.25,0.0,12.0
test,281474976901124_f2798_chunk_1.wav,,4.21175,Female,45-60,Maithili,tiny,transcript_raw,gold,96131179914,96131179914,9 6 1 3 1 1 7 9 9 1 4,9 6 1 3 1 1 7 9 9 1 4,11.0,0.9091,0.0,11.0
test,281474976909239_f2867_chunk_1.wav,,5.020625,Female,45-60,Punjabi,tiny,transcript_raw,gold,83354714040,83354714040,8 double 3 5 4 7 1 4 0 4 0,8 double 3 5 4 7 1 4 0 4 0,11.0,1.4545,0.0,11.0
test,281474976934140_f2456_chunk_0.wav,,1.72525,Male,60+,Assamese,tiny,transcript_raw,gold,Add Rs 500,add rs 500,"add Valiance 5. pessoa actually causes an app stressed from the low speed. If the providing minor reb僚 is less than 15 terrain irreplaceable quantify the air feeling,)",add valiance 5 pessoa actually causes an app stressed from the low speed if the providing minor reb僚 is less than 15 terrain irreplaceable quantify the air feeling,9.0,15.5,0.3333,9.3333
test,281474976887069_f2936_chunk_1.wav,,6.1138125,Female,30-45,Gujarati,tiny,transcript_raw,gold,76486997868,76486997868,7-6-48 69-9-7 8-6,7 6 48 69 9 7 8 6,8.0,0.7273,0.0,8.0
test,281474976909238_f2866_chunk_1.wav,,4.55175,Female,45-60,Punjabi,tiny,transcript_raw,gold,377138354339 ?,377138354339,3-7-1-3-8-354-3-39,3 7 1 3 8 354 3 39,8.0,0.5833,0.0,8.0
test,281474976899336_f1803_chunk_1.wav,,2.090375,Female,30-45,Marathi,tiny,transcript_raw,gold,999,999,"9 and a day, 9 and a day",9 and a day 9 and a day,8.0,7.0,0.0,8.0
