split,ID,Speaker_ID,Speech_Duration_seconds,Gender,Age,Native_Language,transcript_raw,normalised_transcript_raw,hypothesis_raw
test,281474976884470_f3243_chunk_0.wav,,7.68,Male,45-60,Malayalam,"Of course, there was and is a book which I couldn't ever plunge into, that is sense-wise,",,ah of course there was and is a book which i couldn't ever plunge into that is sense wise
test,281474976888919_f3231_chunk_7.wav,,6.22,Male,18-30,Nepali,"Whatever I learn today or whatever I know about the English today, it's all because",,i learn today or whatever i know about the english today it is all because
test,281474976891571_f2356_chunk_2.wav,,3.7075625,Male,30-45,Konkani,with pincode 169804,,with pin code one six nine eight zero four
test,281474976906758_f2825_chunk_0.wav,,0.4956875,Male,18-30,Assamese,Stop,,stop
test,281474976887706_f2223_chunk_0.wav,,8.4653125,Male,30-45,Gujarati,In my district there are significant amount of English medium and Gujarati medium schools,,in my district there are a significant amount of english medium and gujari medium schools
test,281474976887777_f3060_chunk_0.wav,,4.7889375,Female,45-60,Telugu,A substitution of an entire unit at once is called a line change.,,a substitution of an entire unit at once is called a line change
test,281474976896992_f1780_chunk_0.wav,,3.0620625,Male,30-45,Bengali,Technology has severely impacted the field of photography,,technology has severely impacted the field of photography
test,281474976884151_f612_chunk_0.wav,,3.647875,Male,60+,Punjabi,Can you delete Paper Boat Aam Panna from my shopping cart,,can you delete paper board ampanna from my shopping cart
test,281474976897085_f725_chunk_0.wav,,0.390875,Male,18-30,Hindi,Cat,,cat
test,281474976894265_f3140_chunk_0.wav,,3.6,Female,30-45,Kashmiri,My favorite genre to write in is poetry or verse.,,my favorite jone to write in is poetry or verse
test,281474976900596_f3268_chunk_18.wav,,6.2666875,Male,30-45,Urdu,The promotion of consumption patterns characterized by over-exploitation,,the promotion of consumption patterns characterized by oxploitation
test,281474976894151_f1502_chunk_0.wav,,8.537375,Male,45-60,Odia,"Both Al-Jazeera and the editors of the Boston, Massachusetts-based paper have also called for her safe release.",,both all jazera and the editors of the poston massachusetts based paper have also called for her safe release
test,281474976888873_f2272_chunk_36.wav,,0.8499375,Female,18-30,Nepali,in,,and
test,281474976909238_f2866_chunk_0.wav,,5.3853125,Female,45-60,Punjabi,Can I check my pension amount with my PRAN number,,can i can i check my pension amount with my p r a n number
test,281474976890950_f1901_chunk_0.wav,,4.1809375,Female,45-60,Konkani,India has numerous spoken languages in every state,,india has numerous spoken languages in every state
test,281474976890739_f2251_chunk_2.wav,,1.11025,Male,18-30,Dogri,4 October,,four october
test,281474976892261_f1007_chunk_0.wav,,1.9326875,Female,18-30,Maithili,what alarms have been set for me,,what alarms have been set for me
test,281474976887078_f1937_chunk_0.wav,,4.1276875,Female,30-45,Gujarati,"Yes, I have read a book other than my native language",,yes i have read a book other than my native language
test,281474976887819_f3180_chunk_1.wav,,5.987875,Female,45-60,Telugu,and I encountered a few difficulties in speaking English but not in writing in English.,,and i encountered a few difficulties in speaking english but not in writing in english
test,281474976899793_f1792_chunk_3.wav,,10.691375,Female,30-45,Odia,It makes our life so easy and I don't need to make a note on paper and pen so I can make the presentations. It makes it more easy.,,it makes our lives so easy and i don't need to make a note on paper and pen so i can make the presentations it makes more easy
test,281474976888161_f1851_chunk_16.wav,,0.4999375,Male,30-45,Maithili,Tikri,,dickory
test,281474976893669_f356_chunk_0.wav,,4.380625,Male,18-30,Bodo,please remove the alarm that is set for weekdays at nine,,please remove the alarm that is set for weekdays at nine
test,281474976902186_f1899_chunk_0.wav,,3.1713125,Female,45-60,Urdu,"Yes, when I had visited Taj Mahal",,yes when i had visited taj mahel
test,281474976900603_f2255_chunk_56.wav,,3.8600625,Male,30-45,Urdu,that would become centres of intense nationalist activities,,that would become centres of intense nationalist activities
test,281474976895431_f3247_chunk_3.wav,,2.0,Male,18-30,Konkani,churches across the state,,churches across the state
test,281474976887780_f2878_chunk_0.wav,,10.454875,Female,45-60,Telugu,"Goan food may be divided into Goan Catholic and Goan Hindu cuisine with each showing very distinct tastes, characteristics, and cooking styles.",,goowan food may be divided into goowan catholic and goowan hindu cuisine with each showing very distinct tastes characteristics and cooking styles
test,281474976890748_f2054_chunk_7.wav,,3.8480625,Male,18-30,Dogri,"which are especially celebrated with full swings in our state, Jammu and Kashmir are",,which arepecially celebrated with full swings in our state jamun kishmira
test,281474976900633_f9_chunk_0.wav,,0.6226875,Male,30-45,Urdu,Wow,,wow
test,281474976897259_f1109_chunk_0.wav,,3.1696875,Female,30-45,Bengali,give me the local time of darjeeling,,give me the local time of darjeeling
test,281474976895324_f1896_chunk_0.wav,,4.120375,Male,30-45,Kashmiri,Do you have a favorite book that you have read multiple times?,,do you have a favorite book that you have read multiple times
test,281474976888909_f3258_chunk_7.wav,,7.4143125,Male,18-30,Nepali,"of her life, how she became a writer from a poor dump.",,of her life how she became a writer from a poor dumped
test,281474976901485_f1730_chunk_0.wav,,6.8690625,Male,45-60,Urdu,What are some local cuisines or dishes that tourists should try while visiting your state?,,what are some local cucines or dishes that tourists should try while visiting your state
test,281474976895171_f2985_chunk_0.wav,,0.4050625,Male,18-30,Malayalam,Happy,,happy
test,281474976909275_f3320_chunk_0.wav,,8.68,Female,45-60,Punjabi,"In Punjab, so many hockey stadium and cycling velodrome with the capacity of 5000 to 10000.",,in punjab so many hockey stadium and cycling valallodrram with the capacity of five thousand to ten thousand
test,281474976894268_f1720_chunk_24.wav,,2.0714375,Female,30-45,Kashmiri,The basic need of a student is to learn,,the basic need of a student is to learn
test,281474976885311_f1175_chunk_0.wav,,9.6365,Male,30-45,Kannada,Don The Chase Begins Again starred Shah Rukh Khan and Priyanka Chopra and the movie became Rampal's first hit.,,dawn the chase begins again starred sharuka and priyanka chopra and the movie became rampal's first hit
test,281474976901761_f992_chunk_0.wav,,8.4931875,Female,30-45,Assamese,i am trying to find a Paid Second Dose of COVAXIN can you list all such centres in state Mizoram,,i am trying to find a paid second dose of covacin can you list all such centres in state missouri
test,281474976897075_f2542_chunk_1.wav,,1.598,Male,18-30,Hindi,to pay my FASTag bill?,,to pay my first hand bill
test,281474976883993_f2221_chunk_3.wav,,8.6088125,Male,18-30,Gujarati,or any new such belief or encounter if they encounter any new tradition about religion then they discuss that.,,or any new such belief or encounter if they encounter any new tradition about religion then they discuss that
test,281474976893790_f3293_chunk_0.wav,,2.9,Male,30-45,Punjabi,Do you have any favorite English writers and poets?,,do you have any favourite english writers and poets
test,281474976894939_f2193_chunk_6.wav,,4.3849375,Female,30-45,Malayalam,all originally written in Greek and together known as the New Testament,,all originally written in greek and together known as the new testament
test,281474976893913_f2002_chunk_0.wav,,4.6255,Male,30-45,Bodo,"Assam, situated at the foothills of the eastern Himalayas",,assam situated at the foothills of the eastern himalayas
test,281474976898621_f2032_chunk_2.wav,,0.65325,Male,60+,Bengali,newspaper,,newspaper
test,281474976893975_f272_chunk_0.wav,,0.56525,Female,45-60,Telugu,Skip,,skip
test,281474976897688_f402_chunk_0.wav,,15.870625,Male,60+,Odia,Can you check if the OTP 647399 is still valid for vaccine registration for user with phone number 71615084958,,can you check if the otp six four seven three double nine is still valid for vaccine registration for user with the phone number seven one six one five zero eight four nine five eight
test,281474976906733_f2443_chunk_1.wav,,4.3510625,Male,18-30,Assamese,and ask deeply personal questions or anything relating to finance.,,and ask deeply personal questions or anything relating to finance
test,281474976893171_f3135_chunk_9.wav,,2.12,Female,60+,Odia,you can talk about common things if you travel,,you can talk about common things if you' traveling
test,281474976894794_f3270_chunk_14.wav,,9.20575,Female,30-45,Nepali,"designed with 3D print technology, etc. The government envisions developing a voice-based technology.",,designed with three d print technology etc the government envisions developing a voice based technology
test,281474976891561_f1374_chunk_0.wav,,4.3731875,Male,30-45,Konkani,The brand of Ambipur Car Freshener Gel I recieved is not correct,,the brand of mbpo car freshener gel i received is not correct
test,281474976887698_f2175_chunk_1.wav,,5.4046875,Male,30-45,Gujarati,There was a movie called What's your Raashee which was based on that book.,,there was a movie called what's a rashi which was based on that book
