ID,n_models,n_arch,recall_mean,ratio_mean,wer_mean,wer_min,ref_words,category,category_naive
AESRC2020-INDIAN-ACCENT-G00997-G00997S2355,9,4,0.9861111111111112,1.0138888888888888,0.027777777777777776,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01009-G01009S1298,9,4,0.9222222222222223,0.9907444444444445,0.06478888888888888,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01009-G01009S1300,9,4,0.9798000000000001,1.0,0.01708888888888889,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01009-G01009S2352,9,4,0.7962666666666667,1.0,0.20373333333333332,0.1667,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01009-G01009S2355,9,4,0.9814888888888889,0.9907444444444445,0.01851111111111111,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01030-G01030S1300,9,4,0.9798000000000001,1.0,0.01851111111111111,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01030-G01030S2355,9,4,0.8611333333333333,1.0,0.1481222222222222,0.0833,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01044-G01044S1299,9,4,0.8809444444444444,0.9999888888888889,0.13334444444444443,0.0667,15,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01044-G01044S1300,9,4,1.0,1.0,0.0,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01044-G01044S2354,9,4,0.875,1.125,0.25,0.25,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01044-G01044S2355,9,4,0.913588888888889,0.9629666666666667,0.08641111111111112,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01044-G01044S3370,9,4,0.9814777777777777,1.0,0.01852222222222222,0.0,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01056-G01056S1299,9,4,1.0,1.0,0.0,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01056-G01056S1300,9,4,0.9907444444444445,1.0,0.009255555555555555,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01056-G01056S2354,9,4,0.9888888888888889,1.0,0.011111111111111112,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01056-G01056S2355,9,4,1.0,1.0,0.0,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01077-G01077S1300,9,4,1.0,1.0,0.0,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01077-G01077S2355,9,4,0.8777777777777778,1.0,0.11109999999999999,0.0909,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01079-G01079S1299,9,4,1.0,1.0,0.0,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01079-G01079S1300,9,4,0.9888888888888889,1.0,0.0101,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01079-G01079S2354,9,4,0.9666666666666666,1.0666666666666667,0.09999999999999999,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01079-G01079S2355,9,4,1.0,1.0,0.0,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01079-G01079S3370,9,4,1.0,1.0,0.0,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01092-G01092S1299,9,4,0.8485,1.0,0.1515,0.0909,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01092-G01092S2355,9,4,0.7361111111111112,0.9583333333333334,0.2638888888888889,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01197-G01197S1298,9,4,0.935188888888889,0.9907444444444445,0.0648111111111111,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01197-G01197S2354,9,4,1.0,1.0,0.0,0.0,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01197-G01197S2355,9,4,0.9206333333333334,1.0,0.06944444444444445,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01203-G01203S1296,9,4,1.0,1.0,0.0,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01203-G01203S1299,9,4,0.798,0.9907444444444445,0.1852111111111111,0.1667,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01203-G01203S2353,9,4,1.0,1.0,0.0,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01203-G01203S2355,9,4,0.8182,1.0202,0.2222,0.0909,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01207-G01207S1300,9,4,0.9555555555555555,1.0,0.03417777777777778,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01207-G01207S2355,9,4,0.9876555555555555,1.0,0.012344444444444444,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01218-G01218S1300,9,4,0.9829111111111111,1.0,0.01708888888888889,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01218-G01218S2355,9,4,0.6388888888888888,1.0,0.375,0.25,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01280-G01280S1300,9,4,0.8485,0.9899,0.1616,0.0909,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01280-G01280S2355,9,4,0.7592555555555556,1.0185222222222223,0.25926666666666665,0.0,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01300-G01300S1299,9,4,0.9629777777777778,1.0,0.031733333333333336,0.0,14,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01300-G01300S1300,9,4,1.0,1.0,0.0,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01300-G01300S2354,9,4,0.8148,0.9814777777777777,0.18519999999999998,0.0,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01300-G01300S2355,9,4,0.9333333333333333,1.0,0.0707,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01301-G01301S1299,9,4,0.8718,0.9851777777777778,0.11854444444444444,0.0667,15,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01301-G01301S1300,9,4,1.0,1.0,0.0,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01301-G01301S2354,9,4,0.8119666666666667,1.0,0.2051222222222222,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01301-G01301S2355,9,4,0.9583333333333334,1.0123444444444445,0.04937777777777778,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01301-G01301S3370,9,4,0.911111111111111,1.088888888888889,0.17777777777777778,0.0,5,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01382-G01382S1299,9,4,0.9658222222222221,1.0,0.03417777777777778,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01382-G01382S1300,9,4,1.0,1.0158666666666667,0.03175555555555556,0.0,14,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01382-G01382S2354,9,4,0.9192,1.0202,0.10099999999999999,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01382-G01382S2355,9,4,0.75,0.9259555555555556,0.25,0.25,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01431-G01431S1299,9,4,0.9829111111111111,1.0,0.01587777777777778,0.0,14,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01431-G01431S1300,9,4,0.9841333333333334,0.9925888888888887,0.022222222222222223,0.0,15,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01431-G01431S2354,9,4,0.9555555555555555,1.0222222222222221,0.06666666666666668,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01431-G01431S2355,9,4,0.9506222222222223,0.975311111111111,0.04937777777777778,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01442-G01442S1299,9,4,0.9777777777777779,1.0,0.0202,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01442-G01442S1300,9,4,0.9907444444444445,1.0,0.008544444444444445,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01442-G01442S2351,9,4,0.9841222222222221,1.0,0.01587777777777778,0.0,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01442-G01442S2354,9,4,0.8555555555555556,0.9777777777777779,0.14444444444444446,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01458-G01458S1300,9,4,0.9658222222222221,1.0,0.03417777777777778,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01458-G01458S2354,9,4,0.8555555555555556,0.9596,0.1414,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01458-G01458S2355,9,4,1.0,1.0,0.0,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01458-G01458S3370,9,4,1.0,1.0,0.0,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01464-G01464S1299,9,4,1.0,1.0,0.0,0.0,14,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01464-G01464S1300,9,4,0.9814888888888889,1.0,0.01708888888888889,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01464-G01464S2354,9,4,0.9841222222222221,1.0138888888888888,0.027777777777777776,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01464-G01464S2355,9,4,0.9444444444444444,1.1296555555555556,0.20373333333333332,0.1667,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01479-G01479S1299,9,4,1.0,1.0,0.0,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01479-G01479S1300,9,4,0.9798000000000001,1.0404,0.0606,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01479-G01479S2354,9,4,0.9506222222222223,1.0,0.04937777777777778,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01479-G01479S2355,9,4,0.9012444444444445,1.0,0.08888888888888889,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01479-G01479S3370,9,4,0.9333333333333333,1.0,0.08888888888888889,0.0,5,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01484-G01484S1300,9,4,0.9259555555555556,1.0,0.07404444444444444,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01484-G01484S2355,9,4,1.0,1.0,0.0,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01503-G01503S1299,9,4,0.8666666666666667,1.0092555555555556,0.12034444444444443,0.0833,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01503-G01503S1300,9,4,0.9722333333333333,1.0,0.02776666666666667,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01503-G01503S2354,9,4,0.6444444444444444,1.0740888888888889,0.5370444444444444,0.3333,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01503-G01503S2355,9,4,0.911111111111111,1.0,0.08888888888888889,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01505-G01505S1299,9,4,0.9495,1.0,0.046288888888888886,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01505-G01505S1300,9,4,0.9920666666666667,1.0,0.0074111111111111105,0.0,15,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01505-G01505S2354,9,4,0.7407444444444444,1.0,0.2592555555555556,0.1667,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01505-G01505S2355,9,4,0.8518666666666667,1.0,0.13333333333333336,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01534-G01534S1300,9,4,0.911111111111111,0.9798000000000001,0.0808,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01534-G01534S2355,9,4,1.0,1.0,0.0,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01697-G01697S1300,9,4,1.0,1.0,0.0,0.0,15,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01697-G01697S2354,9,4,0.8777777777777778,1.1111,0.2222,0.1818,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01697-G01697S2355,9,4,0.9305555555555556,1.0493777777777777,0.1111,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01697-G01697S3369,9,4,0.9814777777777777,1.0,0.01852222222222222,0.0,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01722-G01722S1298,9,4,1.0,1.0,0.0,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01722-G01722S1300,9,4,0.9259444444444443,1.0,0.07405555555555556,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01722-G01722S2353,9,4,0.8999999999999999,1.0,0.1,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01722-G01722S2355,9,4,0.9012444444444445,1.0123444444444445,0.1111,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01723-G01723S1300,9,4,1.0,1.0,0.0,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01723-G01723S2355,9,4,0.9629555555555555,1.0,0.03704444444444444,0.0,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01737-G01737S1299,9,4,0.8111111111111112,1.0101,0.1818,0.0909,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01737-G01737S1300,9,4,1.0,1.0,0.0,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01737-G01737S2354,9,4,0.9555555555555555,1.0666666666666667,0.1111111111111111,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01737-G01737S2355,9,4,0.8703666666666667,1.0185222222222223,0.14815555555555554,0.0,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01754-G01754S1298,9,4,1.0,1.0,0.0,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01754-G01754S1299,9,4,1.0,1.0,0.0,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01754-G01754S2353,9,4,0.9305555555555556,1.0138888888888888,0.08333333333333333,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01754-G01754S2355,9,4,1.0,1.0,0.0,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01754-G01754S3370,9,4,0.9841222222222221,1.0,0.01587777777777778,0.0,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01767-G01767S1298,9,4,1.0,1.0,0.0,0.0,14,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01767-G01767S1299,9,4,1.0,1.0,0.0,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01767-G01767S2354,9,4,0.9861111111111112,1.0,0.013888888888888888,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01767-G01767S2355,9,4,0.9012444444444445,1.0123444444444445,0.1111,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01784-G01784S1299,9,4,0.9192,1.0277777777777777,0.10183333333333333,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01784-G01784S1300,9,4,0.9798000000000001,1.0,0.0202,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01784-G01784S2354,9,4,0.9841222222222221,1.0,0.01587777777777778,0.0,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01784-G01784S2355,9,4,0.9506222222222223,0.975311111111111,0.04937777777777778,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01786-G01786S1299,9,4,0.8376444444444444,1.0769,0.23934444444444447,0.2308,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01786-G01786S1300,9,4,0.9899,1.0,0.01851111111111111,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01786-G01786S2354,9,4,0.8518666666666667,0.9506222222222223,0.14813333333333334,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01786-G01786S2355,9,4,0.9841222222222221,1.0,0.01587777777777778,0.0,14,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01820-G01820S1298,9,4,0.9572777777777779,0.9524,0.0872888888888889,0.0714,14,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01820-G01820S1300,9,4,0.9382777777777778,1.0,0.06172222222222222,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01820-G01820S2357,9,4,0.9629666666666667,1.0,0.037033333333333335,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01820-G01820S2360,9,4,0.9305555555555556,1.0138888888888888,0.08333333333333333,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01820-G01820S3371,9,4,1.0,1.0,0.0,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01832-G01832S1300,9,4,1.0,1.0,0.0,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01832-G01832S2365,9,4,0.8889,1.0123444444444445,0.12344444444444444,0.1111,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01947-G01947S1299,9,4,1.0,1.0,0.0,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01947-G01947S1300,9,4,0.9666666666666666,1.0,0.0303,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01947-G01947S2364,9,4,1.0,1.0,0.0,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01947-G01947S2365,9,4,0.8,1.0,0.2,0.2,5,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01955-G01955S1300,9,4,1.0,1.0,0.0,0.0,14,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01955-G01955S2365,9,4,0.6508,1.0317444444444446,0.4126777777777778,0.2857,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01958-G01958S1299,9,4,0.9666666666666666,1.0,0.03333333333333334,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01958-G01958S1300,9,4,0.9658222222222221,1.0,0.03417777777777778,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01958-G01958S2364,9,4,0.8999999999999999,1.0,0.1,0.1,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01958-G01958S2365,9,4,1.0,1.0,0.0,0.0,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01958-G01958S3375,9,4,1.0,1.0,0.0,0.0,4,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01960-G01960S1299,9,4,1.0,1.0,0.0,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01960-G01960S1300,9,4,1.0,1.0,0.0,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01960-G01960S2365,9,4,0.9027777777777778,1.0138888888888888,0.1111111111111111,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01964-G01964S1299,9,4,1.0,1.0,0.0,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01964-G01964S1300,9,4,0.9666666666666666,1.011111111111111,0.044444444444444446,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01964-G01964S2363,9,4,0.9047333333333333,1.0,0.09526666666666667,0.0,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01964-G01964S2365,9,4,0.9206222222222222,1.0476333333333332,0.1269888888888889,0.0,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01990-G01990S1299,9,4,0.9629666666666667,1.0,0.037033333333333335,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01990-G01990S1300,9,4,0.975311111111111,1.0,0.022222222222222223,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01990-G01990S2364,9,4,0.9629555555555555,1.0185222222222223,0.05555555555555555,0.0,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01990-G01990S2365,9,4,0.8253666666666667,1.0476222222222222,0.22225555555555557,0.1429,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G01990-G01990S3375,9,4,1.0,1.0,0.0,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02032-G02032S1300,9,4,1.0,1.0,0.0,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02032-G02032S2363,9,4,0.7638888888888888,1.25,0.4861111111111111,0.375,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02039-G02039S1297,9,4,1.0,1.0,0.0,0.0,14,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02039-G02039S2364,9,4,0.9629666666666667,0.9907444444444445,0.037033333333333335,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02039-G02039S2365,9,4,0.8518222222222223,1.0,0.14817777777777777,0.0,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02043-G02043S1299,9,4,1.0,1.0,0.0,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02043-G02043S1300,9,4,0.9629666666666667,0.9876555555555555,0.037033333333333335,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02043-G02043S2364,9,4,1.0,1.0,0.0,0.0,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02043-G02043S2365,9,4,1.0,1.0,0.0,0.0,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02067-G02067S1186,9,4,1.0,1.0,0.0,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02067-G02067S1207,9,4,0.9352,0.9907444444444445,0.0648,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02067-G02067S1278,9,4,0.9907444444444445,1.0,0.009255555555555555,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02113-G02113S1297,9,4,0.7273000000000001,1.0606,0.3333,0.1818,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02113-G02113S1300,9,4,1.0,1.0,0.0,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02113-G02113S2365,9,4,0.8182,1.0101,0.1919,0.1818,11,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02113-G02113S2366,9,4,0.8889,0.9444444444444444,0.14444444444444446,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02114-G02114S1299,9,4,1.0,1.0,0.0,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02114-G02114S1300,9,4,1.0,1.0,0.0,0.0,12,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02114-G02114S2366,9,4,0.9583333333333334,1.0277777777777777,0.06944444444444445,0.0,8,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02150-G02150S1299,9,4,1.0,1.0,0.0,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02150-G02150S1300,9,4,1.0,1.0,0.0,0.0,13,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02150-G02150S2365,9,4,0.685188888888889,0.9999888888888889,0.40741111111111106,0.0,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02150-G02150S2366,9,4,0.8571,1.0,0.1429,0.1429,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02150-G02150S3376,9,4,0.9259222222222222,1.0,0.07407777777777777,0.0,6,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02207-G02207S1299,9,4,0.8889,1.0,0.09523333333333334,0.0714,14,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02207-G02207S1300,9,4,1.0,1.0,0.0,0.0,10,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02207-G02207S2346,9,4,0.7777777777777778,1.0222222222222221,0.24444444444444446,0.0,5,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02207-G02207S2362,9,4,0.6984,1.1428777777777777,0.44445555555555555,0.1429,7,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02287-G02287S1299,9,4,1.0,1.0,0.0,0.0,9,unflagged,unflagged
AESRC2020-INDIAN-ACCENT-G02287-G02287S1300,9,4,0.975311111111111,1.0,0.02468888888888889,0.0,9,unflagged,unflagged
