ID,duration_seconds,latency_seconds,rtf,hypothesis_chars
E6bPBhZsMUI,24.98,0.0914,0.0037,332
yqx3UQ5_bIE,19.72,0.082,0.0042,243
4KAQJhDy1Dk,18.53,0.0767,0.0041,296
nwcOtus_7eo,13.909,0.063,0.0045,117
waKLGmYW6E8,28.481,0.0948,0.0033,265
q4E9yaulqyc,25.43,0.088,0.0035,304
ZR-OJM3NETw,19.18,0.0733,0.0038,208
I71o7J0ZZq0,17.08,0.0702,0.0041,210
l8kIWLWfbZ8,15.83,0.0705,0.0045,107
jqFJ9csUH8g,28.41,0.1034,0.0036,353
8NxgVHsiezY,38.819,0.1127,0.0029,314
3rvPfIT3Wro,22.65,0.0845,0.0037,346
RjZw8KxBmXI,21.8,0.0749,0.0034,186
691g3ilakqY,34.54,0.1115,0.0032,256
mMQxPjw5r0U,47.81,0.7807,0.0163,305
h6F6G4ZZuiA,28.85,0.112,0.0039,281
SUiTcHV2paQ,32.09,0.1196,0.0037,338
Dsi7x-A89Mw,27.379,0.1069,0.0039,316
3pDVU2ptuXc,22.96,0.1029,0.0045,382
yuE86XeGhEA,23.92,0.0919,0.0038,187
M6ku5oRrpVQ,18.03,0.0835,0.0046,226
7-E1_n1OKY8,24.63,0.1004,0.0041,267
1hadPYzPb8A,22.71,0.0817,0.0036,107
7nJvMid1nQ0,13.91,0.0669,0.0048,204
s8fWxRWXzyA,21.049,0.0952,0.0045,359
XorYn_oYRv0,25.47,0.0976,0.0038,334
RjZJjneJ5fk,23.11,0.0957,0.0041,349
ZcTTkCWnQNg,28.5,0.0991,0.0035,214
gCfnDn6AzBE,17.03,0.0761,0.0045,281
PU_viTA3Fco,34.279,0.115,0.0034,317
ZkTa-yNNaNE,25.21,0.0933,0.0037,353
en84VHnVyCU,21.859,0.0819,0.0037,268
z3MFZezdkz4,23.92,0.0847,0.0035,264
WL93rGYf7s0,26.02,0.0985,0.0038,388
IfVWwZipn-k,22.97,0.0881,0.0038,362
zk1lXf7Ceiw,1.0,0.089,0.089,17
dYvgdN3YRAM,28.74,0.0862,0.003,169
jqhQx9U9kok,24.44,0.0842,0.0034,201
qfiAIzh2pJQ,16.15,0.0677,0.0042,192
f9JJo49xzj8,21.53,0.0793,0.0037,225
DSdVV8TQUR0,22.041,0.0778,0.0035,241
LclyvV5awb0,26.421,0.0948,0.0036,360
lnD212vbPSk,26.769,0.0981,0.0037,367
4UFmjCPnhsQ,21.61,0.076,0.0035,202
Lmi6BPLres4,24.16,0.0874,0.0036,334
P5hzwY7_Uzc,20.49,0.0857,0.0042,364
fMJl01wbmWE,27.32,0.0976,0.0036,403
foW2vtPWEU8,31.81,0.1016,0.0032,313
tmNsUXD4SXs,25.74,0.0857,0.0033,210
OayFGB9Mrw8,38.08,0.1166,0.0031,313
aGvMubj8NXk,17.03,0.0723,0.0042,234
vkjWQzyTjHU,23.111,0.078,0.0034,159
h0hZcIex-Z8,27.74,0.0829,0.003,158
ozUsYH3cwVs,19.82,0.0804,0.0041,272
_vnEfLfXxIs,26.25,0.0936,0.0036,364
JmyxDMTpQ4o,33.389,0.1119,0.0034,309
cx5b0kyu-jU,33.31,0.1118,0.0034,354
4qWsaupbZY0,24.059,0.0918,0.0038,373
ZLmqtF2FtkU,21.85,0.0771,0.0035,238
ZZUYzTsBk-0,24.86,0.0824,0.0033,188
6I6gTPIZeOk,24.38,0.0929,0.0038,365
oSQofaxaWck,26.31,0.0952,0.0036,251
wb3wDTrr9dM,29.081,0.1041,0.0036,312
Mm9puwlIm5g,24.53,0.1052,0.0043,393
phd9TqHW03Q,25.65,0.1028,0.004,345
tPcTenIPQm4,23.38,0.1019,0.0044,394
cTJ45VdTtEU,25.269,0.0921,0.0036,254
Sg7Q_dC_fWU,22.58,0.0892,0.004,319
B7Z2U2PsmhY,22.65,0.0866,0.0038,371
_KdWxyWHsqk,20.82,0.088,0.0042,378
ExG0ToMUsEM,26.3,0.0871,0.0033,185
vggipesVGRU,79.47,0.9298,0.0117,343
XGTOLHxeHCg,47.39,0.151,0.0032,318
ksh6OMRFroI,22.93,0.0915,0.004,240
_rucNS_YpzQ,16.13,0.0896,0.0056,349
p1ZHzSEsCPc,26.411,0.098,0.0037,346
CFfekXgxHPk,25.86,0.0913,0.0035,278
WHWEHwcSI8E,18.87,0.0758,0.004,294
f-lP08Fiz-s,26.17,0.0988,0.0038,377
