split,ID,Speaker_ID,Speech_Duration_seconds,Accent,model,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer,cer,ref_recall,length_ratio
test,AESRC2020-INDIAN-ACCENT-G12238-G12238S2366,AESRC2020-INDIAN-ACCENT-G12238,2.72,INDIAN,medium_aesrc_ft_seed44,transcript_raw,gold,when did gayatri iyer become famous,when did gayatri iyer become famous,when did gaietyri a year become famous,when did gaietyri a year become famous,0.5,0.1714,0.6667,1.1667
test,AESRC2020-INDIAN-ACCENT-G13145-G13145S2366,AESRC2020-INDIAN-ACCENT-G13145,3.28,INDIAN,medium_aesrc_ft_seed44,transcript_raw,gold,is de souza resorts adult only,is de souza resorts adult only,is disease a results adult only,is disease a results adult only,0.5,0.2667,0.5,1.0
test,AESRC2020-INDIAN-ACCENT-G13176-G13176S2365,AESRC2020-INDIAN-ACCENT-G13176,5.07,INDIAN,medium_aesrc_ft_seed44,transcript_raw,gold,does handicrafts emporium cater for vegans,does handicrafts emporium cater for vegans,does handy crafts emporium cater for wagons,does handy crafts emporium cater for wagons,0.5,0.119,0.6667,1.1667
test,AESRC2020-INDIAN-ACCENT-G23685-G23685S2364,AESRC2020-INDIAN-ACCENT-G23685,4.47,INDIAN,medium_aesrc_ft_seed44,transcript_raw,gold,play songs by benedict silberman orchestra and chorus,play songs by benedict silberman orchestra and chorus,play songs by benny dick silverman orchestra and choral,play songs by benny dick silverman orchestra and choral,0.5,0.1321,0.625,1.125
test,AESRC2020-INDIAN-ACCENT-G32335-G32335S2354,AESRC2020-INDIAN-ACCENT-G32335,2.88,INDIAN,medium_aesrc_ft_seed44,transcript_raw,gold,where is vanakamal hotel,where is vanakamal hotel,where is one kamal hotel,where is one kamal hotel,0.5,0.1667,0.75,1.25
test,AESRC2020-INDIAN-ACCENT-G42029-G42029S2363,AESRC2020-INDIAN-ACCENT-G42029,3.3,INDIAN,medium_aesrc_ft_seed44,transcript_raw,gold,summarise what price loyalty,summarise what price loyalty,summary is what price loyalty,summary is what price loyalty,0.5,0.1071,0.75,1.25
test,AESRC2020-INDIAN-ACCENT-G04091-G04091S2371,AESRC2020-INDIAN-ACCENT-G04091,4.054,INDIAN,medium_aesrc_ft_seed44,transcript_raw,gold,i want to get takeaway from the fishermans arms,i want to get takeaway from the fishermans arms,i want to get take away from the fisherman's arms,i want to get take away from the fisherman s arms,0.4444,0.0426,0.7778,1.2222
test,AESRC2020-INDIAN-ACCENT-G23324-G23324S2354,AESRC2020-INDIAN-ACCENT-G23324,6.337,INDIAN,medium_aesrc_ft_seed44,transcript_raw,gold,is there a warranty on gillette cartridges venus blades,is there a warranty on gillette cartridges venus blades,is there a barangpi on zilet kathi days venus blades,is there a barangpi on zilet kathi days venus blades,0.4444,0.2727,0.6667,1.1111
test,AESRC2020-INDIAN-ACCENT-G01964-G01964S2365,AESRC2020-INDIAN-ACCENT-G01964,3.948,INDIAN,medium_aesrc_ft_seed44,transcript_raw,gold,show me films similar to briefless barrister,show me films similar to briefless barrister,show me films similar to brief les barista,show me films similar to brief les barista,0.4286,0.1136,0.7143,1.1429
test,AESRC2020-INDIAN-ACCENT-G02207-G02207S2362,AESRC2020-INDIAN-ACCENT-G02207,3.92,INDIAN,medium_aesrc_ft_seed44,transcript_raw,gold,how many branches does shri gayatri bhojnalaya,how many branches does shri gayatri bhojnalaya,how many branches does shri gaitri bhujna lie,how many branches does shri gaitri bhujna lie,0.4286,0.1522,0.7143,1.1429
