split,ID,Speaker_ID,Speech_Duration_seconds,Accent,model,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer,cer,ref_recall,length_ratio
test,AESRC2020-INDIAN-ACCENT-G03884-G03884S3378,AESRC2020-INDIAN-ACCENT-G03884,2.051,INDIAN,medium_aesrc_ft_seed46,transcript_clean,gold,i am feeling hot,i am feeling hot,i'm feeling hot,im feeling hot,0.5,0.125,0.5,0.75
test,AESRC2020-INDIAN-ACCENT-G12238-G12238S2366,AESRC2020-INDIAN-ACCENT-G12238,2.72,INDIAN,medium_aesrc_ft_seed46,transcript_clean,gold,when did gayatri iyer become famous,when did gayatri iyer become famous,when did gaiatri a year become famous,when did gaiatri a year become famous,0.5,0.1143,0.6667,1.1667
test,AESRC2020-INDIAN-ACCENT-G22609-G22609S2354,AESRC2020-INDIAN-ACCENT-G22609,2.62,INDIAN,medium_aesrc_ft_seed46,transcript_clean,gold,how far is a light year,how far is a light year,how far is alightier,how far is alightier,0.5,0.1739,0.5,0.6667
test,AESRC2020-INDIAN-ACCENT-G23685-G23685S2364,AESRC2020-INDIAN-ACCENT-G23685,4.47,INDIAN,medium_aesrc_ft_seed46,transcript_clean,gold,play songs by benedict silberman orchestra and chorus,play songs by benedict silberman orchestra and chorus,play songs by benny dick silverman orchestra and choral,play songs by benny dick silverman orchestra and choral,0.5,0.1321,0.625,1.125
test,AESRC2020-INDIAN-ACCENT-G32335-G32335S2354,AESRC2020-INDIAN-ACCENT-G32335,2.88,INDIAN,medium_aesrc_ft_seed46,transcript_clean,gold,where is vanakamal hotel,where is vanakamal hotel,where is one kamal hotel,where is one kamal hotel,0.5,0.1667,0.75,1.25
test,AESRC2020-INDIAN-ACCENT-G43680-G43680S2361,AESRC2020-INDIAN-ACCENT-G43680,3.11,INDIAN,medium_aesrc_ft_seed46,transcript_clean,gold,when will the sunset in nadiad,when will the sunset in nadiad,when will the sun set in nadiyad,when will the sun set in nadiyad,0.5,0.0667,0.6667,1.1667
test,AESRC2020-INDIAN-ACCENT-G64015-G64015S2373,AESRC2020-INDIAN-ACCENT-G64015,3.125,INDIAN,medium_aesrc_ft_seed46,transcript_clean,gold,when will the sunset in kampala,when will the sunset in kampala,when will the sun set in kamphala,when will the sun set in kamphala,0.5,0.0645,0.6667,1.1667
test,AESRC2020-INDIAN-ACCENT-G03640-G03640S2365,AESRC2020-INDIAN-ACCENT-G03640,4.752,INDIAN,medium_aesrc_ft_seed46,transcript_clean,gold,when is rahat fateh ali khan and tanishk bagchi next concert,when is rahat fateh ali khan and tanishk bagchi next concert,when is radh fateh alikhane and tanesh bakchi next concert,when is radh fateh alikhane and tanesh bakchi next concert,0.4545,0.1333,0.5455,0.9091
test,AESRC2020-INDIAN-ACCENT-G04091-G04091S2371,AESRC2020-INDIAN-ACCENT-G04091,4.054,INDIAN,medium_aesrc_ft_seed46,transcript_clean,gold,i want to get takeaway from the fishermans arms,i want to get takeaway from the fishermans arms,i want to get take away from the fisherman's arms,i want to get take away from the fisherman s arms,0.4444,0.0426,0.7778,1.2222
test,AESRC2020-INDIAN-ACCENT-G23324-G23324S2354,AESRC2020-INDIAN-ACCENT-G23324,6.337,INDIAN,medium_aesrc_ft_seed46,transcript_clean,gold,is there a warranty on gillette cartridges venus blades,is there a warranty on gillette cartridges venus blades,is there a warranty on zilet kati des venas blades,is there a warranty on zilet kati des venas blades,0.4444,0.1818,0.6667,1.1111
