split,ID,Speaker_ID,Speech_Duration_seconds,Accent,model,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer,cer,ref_recall,length_ratio
test,AESRC2020-INDIAN-ACCENT-G91301-G91301S2352,AESRC2020-INDIAN-ACCENT-G91301,2.665,INDIAN,tiny,whisper_norm,gold,what genre of music is priyadarshini,what genre of music is priyadarshini,one gender of mu-sliq is pre-editioned.,one gender of mu sliq is pre editioned,1.0,0.5278,0.3333,1.3333
test,AESRC2020-INDIAN-ACCENT-G03960-G03960S3378,AESRC2020-INDIAN-ACCENT-G03960,2.197,INDIAN,tiny,whisper_norm,gold,decrease speed,decrease speed,The crease speed.,the crease speed,1.0,0.2143,0.5,1.5
test,AESRC2020-INDIAN-ACCENT-G02150-G02150S2365,AESRC2020-INDIAN-ACCENT-G02150,3.295,INDIAN,tiny,whisper_norm,gold,skip the next sukhwinder singh song,skip the next sukhwinder singh song,Shiva vedhana,shiva vedhana,1.0,0.8,0.0,0.3333
test,AESRC2020-INDIAN-ACCENT-G32681-G32681S2355,AESRC2020-INDIAN-ACCENT-G32681,4.278,INDIAN,tiny,whisper_norm,gold,when did banda ola azul de zirahuen first debut,when did banda ola azul de zirahuen 1st debut,"n one, 0, is 1 first debit.",n one 0 is 11st debit,1.0,0.6889,0.0,0.6667
test,AESRC2020-INDIAN-ACCENT-G03840-G03840S2373,AESRC2020-INDIAN-ACCENT-G03840,1.97,INDIAN,tiny,whisper_norm,gold,uninstall choices,uninstall choices,An installed choices.,an installed choices,1.0,0.2353,0.5,1.5
test,AESRC2020-INDIAN-ACCENT-G90527-G90527S2355,AESRC2020-INDIAN-ACCENT-G90527,4.361,INDIAN,tiny,whisper_norm,gold,is palmolive hand wash sea minerals bottle a reliable product,is palmolive hand wash sea minerals bottle a reliable product,This palm olive hand was seen in it as bottle air reliable product.,this palm olive hand was seen in it as bottle air reliable product,0.9,0.2295,0.4,1.3
test,AESRC2020-INDIAN-ACCENT-G33434-G33434S2355,AESRC2020-INDIAN-ACCENT-G33434,4.507,INDIAN,tiny,whisper_norm,gold,has the song mwana oyo won any wards,has the song mwana oyo won any wards,"Hashtag song, whanah or you want any words?",hashtag song whanah or you want any words,0.875,0.3333,0.25,1.0
test,AESRC2020-INDIAN-ACCENT-G02684-G02684S2355,AESRC2020-INDIAN-ACCENT-G02684,3.13,INDIAN,tiny,whisper_norm,gold,only play songs by ismael belouch,only play songs by ismael belouch,"Only play songs might be small, be large.",only play songs might be small be large,0.8333,0.4242,0.5,1.3333
test,AESRC2020-INDIAN-ACCENT-G03144-G03144S2366,AESRC2020-INDIAN-ACCENT-G03144,3.115,INDIAN,tiny,whisper_norm,gold,where can i buy mann bharrya,where can i buy mann bharrya,Will can I buy man's body young?,will can i buy man is body young,0.8333,0.5357,0.5,1.3333
test,AESRC2020-INDIAN-ACCENT-G03247-G03247S2366,AESRC2020-INDIAN-ACCENT-G03247,3.34,INDIAN,tiny,whisper_norm,gold,play rahmat da darya illahi,play rahmat da darya illahi,"Play, Ramada, Dariya, Ilahi,",play ramada dariya ilahi,0.8,0.1852,0.2,0.8
