split,ID,Speaker_ID,Speech_Duration_seconds,Accent,model,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer,cer,ref_recall,length_ratio
test,AESRC2020-INDIAN-ACCENT-G03247-G03247S2366,AESRC2020-INDIAN-ACCENT-G03247,3.34,INDIAN,tiny_aesrc_ft_seed44,transcript_raw,gold,play rahmat da darya illahi,play rahmat da darya illahi,play wahemad dadaria ilahi,play wahemad dadaria ilahi,0.8,0.2222,0.2,0.8
test,AESRC2020-INDIAN-ACCENT-G90527-G90527S2355,AESRC2020-INDIAN-ACCENT-G90527,4.361,INDIAN,tiny_aesrc_ft_seed44,transcript_raw,gold,is palmolive hand wash sea minerals bottle a reliable product,is palmolive hand wash sea minerals bottle a reliable product,is palm olyv and was seen in it as bottle a reliable product,is palm olyv and was seen in it as bottle a reliable product,0.8,0.2131,0.5,1.3
test,AESRC2020-INDIAN-ACCENT-G01722-G01722S1300,AESRC2020-INDIAN-ACCENT-G01722,5.195,INDIAN,tiny_aesrc_ft_seed44,transcript_raw,gold,president clinton displayed no lack of vigor when he began to speak,president clinton displayed no lack of vigor when he began to speak,pressure and clinton the speed no like overrigger when he begin to speed,pressure and clinton the speed no like overrigger when he begin to speed,0.75,0.3731,0.4167,1.0833
test,AESRC2020-INDIAN-ACCENT-G12708-G12708S3370,AESRC2020-INDIAN-ACCENT-G12708,2.307,INDIAN,tiny_aesrc_ft_seed44,transcript_raw,gold,water should be heat,water should be heat,what i should be hit,what i should be hit,0.75,0.25,0.5,1.25
test,AESRC2020-INDIAN-ACCENT-G22662-G22662S2354,AESRC2020-INDIAN-ACCENT-G22662,4.005,INDIAN,tiny_aesrc_ft_seed44,transcript_raw,gold,add the show taarak mehta ka ooltah chashmah to the queue,add the show taarak mehta ka ooltah chashmah to the queue,at the so tarakke made that the ultra chesmart to the queue,at the so tarakke made that the ultra chesmart to the queue,0.7273,0.4035,0.3,1.0909
test,AESRC2020-INDIAN-ACCENT-G00891-G00891S2354,AESRC2020-INDIAN-ACCENT-G00891,5.155,INDIAN,tiny_aesrc_ft_seed44,transcript_raw,gold,play songs by mynampati sreeram chandra,play songs by mynampati sreeram chandra,play songs by maia pati shiri rame chandra,play songs by maia pati shiri rame chandra,0.6667,0.2051,0.6667,1.3333
test,AESRC2020-INDIAN-ACCENT-G02150-G02150S2365,AESRC2020-INDIAN-ACCENT-G02150,3.295,INDIAN,tiny_aesrc_ft_seed44,transcript_raw,gold,skip the next sukhwinder singh song,skip the next sukhwinder singh song,keep the next secret in the singh song,keep the next secret in the singh song,0.6667,0.3714,0.6667,1.3333
test,AESRC2020-INDIAN-ACCENT-G02684-G02684S2355,AESRC2020-INDIAN-ACCENT-G02684,3.13,INDIAN,tiny_aesrc_ft_seed44,transcript_raw,gold,only play songs by ismael belouch,only play songs by ismael belouch,only play songs my smile be large,only play songs my smile be large,0.6667,0.303,0.5,1.1667
test,AESRC2020-INDIAN-ACCENT-G12238-G12238S2366,AESRC2020-INDIAN-ACCENT-G12238,2.72,INDIAN,tiny_aesrc_ft_seed44,transcript_raw,gold,when did gayatri iyer become famous,when did gayatri iyer become famous,when did guy three a year become famous,when did guy three a year become famous,0.6667,0.2286,0.6667,1.3333
test,AESRC2020-INDIAN-ACCENT-G43652-G43652S2366,AESRC2020-INDIAN-ACCENT-G43652,2.09,INDIAN,tiny_aesrc_ft_seed44,transcript_raw,gold,skip apni mitti,skip apni mitti,skip its own mitti,skip its own mitti,0.6667,0.4667,0.6667,1.3333
