split,rank,ID,Speaker_ID,Gender,Speech_Class,Native_Region,Speech_Duration_seconds,Discipline_Group,Topic,model,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer
test,13,OFfJiIhFkJ4,43,M,SLOW,EAST,19.42,Non-Engineering,Determination of Molecular Weight of Polymers (Contd.),medium,hf_clean,Normalised_Transcript,we know that in gel permeation chromatography there is no interaction between the polymer molecules and the pores or the column there is no interaction between them so the value,we know that in gel permeation chromatography there is no interaction between the polymer molecules and the pores or the column there is no interaction between them so the value,"We know that in gel permeation chromatography, there is no interaction between the polymer molecules and the pores or the column, there is no interaction between them. So, del H value of the polymer molecules is equal to del H, del H is equal to del H, del H is equal",we know that in gel permeation chromatography there is no interaction between the polymer molecules and the pores or the column there is no interaction between them so del h value of the polymer molecules is equal to del h del h is equal to del h del h is equal,0.7333
test,14,nwcOtus_7eo,230,M,SLOW,NORTH,13.909,Engineering,Free Vibration,medium,hf_clean,Normalised_Transcript,this is k one and this is y that means k one y is equal to k two x minus k two y therefore y is,this is k one and this is y that means k one y is equal to k two x minus k two y therefore y is,"is y. That means k1y is equal to k2x minus y. Therefore, y is equal to k2x minus k2y.",is y that means k1y is equal to k2x minus y therefore y is equal to k2x minus k2y,0.7308
test,15,ZvsSe5sJGdc,60,M,SLOW,WEST,25.37,Engineering,"General Flow Equations Through Porous Media (Contd.), Dupuit's Assumptions",medium,hf_clean,Normalised_Transcript,d by dx of k dh by dx into h d by dy of k into dh by dy into h,d by dx of k dh by dx into h d by dy of k into dh by dy into h,d by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h.,d by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h,0.7143
test,16,ksh6OMRFroI,76,M,FAST,NORTH,22.93,Engineering,-Introduction To Problem Solving and Programming,medium,hf_clean,Normalised_Transcript,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all minus zero minus zero says that the equivalent machine language program which is generated for this,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all minus zero minus zero says that the equivalent machine language program which is generated for this,"actually compile this program and try to run it. To compile this program we need to use the C compiler and the command for the C compiler is CC. So, the arguments that I have given to the CC command are first of all minus O minus O says.",actually compile this program and try to run it to compile this program we need to use the c compiler and the command for the c compiler is cc so the arguments that i have given to the cc command are first of all minus o minus o says,0.6863
test,17,4XulH3TfbT0,203,M,SLOW,EAST,52.541,Engineering,Surface Tension Driven Flows (Contd.),medium,hf_clean,Normalised_Transcript,in short time s is much much zero fifty minus two twenty minus two thousand and fifty minus nine so eight pi mu s ds dt pi r square h rho g so s ds dt r square h rho g eight mu,in short time s is much much zero fifty minus two twenty minus two thousand and fifty minus nine so eight pi mu s ds dt pi r square h rho g so s ds dt r square h rho g eight mu,"In short time, s is much much less than h. So short time means s is much much less than h. So the right hand side is approximately pi r square h rho g. So 8 pi mu s ds dt is equal to pi r square h rho g.",in short time s is much much less than h so short time means s is much much less than h so the right hand side is approximately pi r square h rho g so eight pi mu s ds dt is equal to pi r square h rho g,0.6744
test,18,U6xmF1EqMEM,178,M,SLOW,EAST,30.0,Non-Engineering,Laws of Probability,medium,hf_clean,Normalised_Transcript,should be probability of ai probability of aj probability of ak i j k must and so on probability of intersection ai i one to n must be the product of all the probabilities basically these are two to the power n n one conditions,should be probability of ai probability of aj probability of ak i j k must and so on probability of intersection ai i one to n must be the product of all the probabilities basically these are two to the power n n one conditions,"that should be equal to probability of a i into probability of a j into probability of a k i j k must not be equal and so on. Probability of intersection a i i is equal to 1 to n must be equal to the product of all the probabilities . Basically these are 2 to the power n minus n minus 1 conditions . So, this is the first condition.",that should be equal to probability of a i into probability of a j into probability of a k i j k must not be equal and so on probability of intersection a i i is equal to one to n must be equal to the product of all the probabilities basically these are two to the power n minus n minus one conditions so this is the first condition,0.6444
test,19,jqhQx9U9kok,80,M,SLOW,NORTH,24.44,Engineering,26 Ray Tracing (Contd.),medium,hf_clean,Normalised_Transcript,tracing has got a higher solution than i had decided earlier when you look at the boundaries here you see some kind of a stair case pattern here here here and here,tracing has got a higher solution than i had decided earlier when you look at the boundaries here you see some kind of a stair case pattern here here here and here,"is got a higher resolution than I had decided earlier right. So, just to illustrate you here the example you look at here at the boundaries here as you see some staircase kind of a pattern here right here here.",is got a higher resolution than i had decided earlier right so just to illustrate you here the example you look at here at the boundaries here as you see some staircase kind of a pattern here right here here,0.625
test,20,VPwq6SN4Zos,236,M,AVG,WEST,23.102,Engineering,5 Parallel Manipulators,medium,hf_clean,Normalised_Transcript,so the these kind of powered that what we had seen more over we noticed that the axes can be parallel or perpendicular to this what we had seen in the last lecture has,so the these kind of powered that what we had seen more over we noticed that the axes can be parallel or perpendicular to this what we had seen in the last lecture has,"because these can be powered that's what we had seen. Moreover we notice that the axis can be parallel or perpendicular to each other, this is what we had seen, this is what we had seen in the last class.",because these can be powered that s what we had seen moreover we notice that the axis can be parallel or perpendicular to each other this is what we had seen this is what we had seen in the last class,0.5882
test,1,BvJXc1DQI-0,272,M,AVG,EAST,23.23,Non-Engineering,Special Techniques II,large,hf_clean,Normalised_Transcript,expansion of the numbers so let us see how we can work it out so this is i got a an expression here i can simply notice that if you pull out this a a square from there this will go to the numerator and will cancel with,expansion of the numbers so let us see how we can work it out so this is i got a an expression here i can simply notice that if you pull out this a a square from there this will go to the numerator and will cancel with,"expansion of the numbers. So, let us see how we can work it out. So, this is I got a an expression here I can simply notice that if you pull out this a, a square from there this will go to the numerator and will cancel with I'll just say click circle from there that folks that can not go back or efficient so we can just use this here at the eye and you don't actually go back there directly control So, if a sq has a why is comparison your conclusion for the middle of x are you left or right on x and v Ba My first one, is it is curl curve is the controlling when you look at c c. So, this is using해요ув 의료용 we can let the word queremos",expansion of the numbers so let us see how we can work it out so this is i got a an expression here i can simply notice that if you pull out this a a square from there this will go to the numerator and will cancel with ill just say click circle from there that folks that can not go back or efficient so we can just use this here at the eye and you dont actually go back there directly control so if a sq has a why is comparison your conclusion for the middle of x are you left or right on x and v ba my first one is it is curl curve is the controlling when you look at c c so this is using해요ув 의료용 we can let the word queremos,1.8542
test,2,AfQRHoPr2Fs,183,M,FAST,SOUTH,25.97,Non-Engineering,Gluing (n+1) copies of Affine n-Space to Produce Projective n-space in Topology,large,hf_clean,Normalised_Transcript,the homogeneity property it can be defined in more than one way and to explain that lets look at an example ok. So suppose you take a suppose we take a point lambda knot lambda N in projective space and,the homogeneity property it can be defined in more than one way and to explain that lets look at an example ok so suppose you take a suppose we take a point lambda knot lambda n in projective space and,the homogeneity property it can be defined in more than one way and to explain that let us look at an example okay. So suppose you take suppose we take a point lambda not lambda n in projective space and some二 pour and take some by� light in z as an inverse of the one voice function where theta 0 for that one word lambda n in material dimension calendar term and sometime you can basically find it in another 추가 Celsius here and sort as well. But once again the relation of these two is what we need.,the homogeneity property it can be defined in more than one way and to explain that let us look at an example okay so suppose you take suppose we take a point lambda not lambda n in projective space and some二 pour and take some by light in z as an inverse of the one voice function where theta zero for that one word lambda n in material dimension calendar term and sometime you can basically find it in another 추가 celsius here and sort as well but once again the relation of these two is what we need,1.6
