split,ID,Speaker_ID,Gender,Speech_Class,Native_Region,Speech_Duration_seconds,Discipline_Group,Topic,model,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer,cer,ref_recall,length_ratio
test,-2aOCNaOiLs,222,M,SLOW,SOUTH,4.989,Engineering,Conduction- Cylindrical and Spherical geometries,medium_ft,hf_clean,alt,considered in problem forty minus five,considered in problem forty minus five,considered in problem 45. Let us do that.,considered in problem forty five let us do that,0.8333,0.3947,0.8333,1.5
test,vlhnD_C2zWY,250,M,SLOW,EAST,2.11,Engineering,Physical Oceanography - III,medium_ft,hf_clean,alt,corpses so shells bones,corpses so shells bones,"shelves, bones.",shelves bones,0.75,0.5652,0.25,0.5
test,ksh6OMRFroI,76,M,FAST,NORTH,22.93,Engineering,-Introduction To Problem Solving and Programming,medium_ft,hf_clean,alt,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all minus zero minus zero says that the equivalent machine language program which is generated for this,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all minus zero minus zero says that the equivalent machine language program which is generated for this,"actually compile this program and try to run it. To compile this program we need to use the C compiler and the command for the C compiler is cc. So, the arguments that I have given to the cc command are first of all minus o minus o",actually compile this program and try to run it to compile this program we need to use the c compiler and the command for the c compiler is cc so the arguments that i have given to the cc command are first of all minus o minus o,0.7059,0.6627,0.6471,0.9412
test,EayOCWaiRkw,277,M,SLOW,SOUTH,27.8,Engineering,Dual Slope ADC and Successor approximation ADC,medium_ft,hf_clean,alt,now that is voltage in c remains constant because it cannot discharge the assuming the bias current is negligible then the voltage,now that is voltage in c remains constant because it cannot discharge the assuming the bias current is negligible then the voltage,"Now, the voltage that is the voltage and C remains constant, voltage in C remains constant, voltage in C remains constant, because it cannot discharge. Assuming the bias current is negligible, then the voltage",now the voltage that is the voltage and c remains constant voltage in c remains constant voltage in c remains constant because it cannot discharge assuming the bias current is negligible then the voltage,0.6364,0.6231,1.0,1.5455
test,RZQTTfU9TNA,284,M,FAST,SOUTH,29.08,Engineering,Encoders and Decoders,medium_ft,hf_clean,alt,"normally this is a practical three to eight decoder i can give you the ic number if you want to this is seventy minus four thousand , one hundred and thirty minus eight it is not necessary to remember numbers in fact i am not even sure it s one hundred and twenty minus eight or one hundred and thirty minus eight but i think it s one hundred and thirty minus eight",normally this is a practical three to eight decoder i can give you the ic number if you want to this is seventy minus four thousand one hundred and thirty minus eight it is not necessary to remember numbers in fact i am not even sure it s one hundred and twenty minus eight or one hundred and thirty minus eight but i think it s one hundred and thirty minus eight,"This is a practical 3-3 decoder. Actually I can give you the IC number if you want to, it is 74138. It does not matter, do not have to remember numbers, I do not remember numbers, you can always look up the data. In fact I am not even sure if it is 128 or 138, I think it is 138. If somebody has a book you can have a quick look at it.",this is a practical three three decoder actually i can give you the ic number if you want to it is seventy four thousand one hundred and thirty eight it does not matter do not have to remember numbers i do not remember numbers you can always look up the data in fact i am not even sure if it is one hundred and twenty eight or one hundred and thirty eight i think it is one hundred and thirty eight if somebody has a book you can have a quick look at it,0.6111,0.5179,0.878,1.3056
test,vlFdVYAXIxg,125,M,SLOW,EAST,25.89,Engineering,and Computer Aided Design of Filters,medium_ft,hf_clean,alt,x three its fine what about x four x five x six x seven now you see w n say w eight n is eight in our case w eight five w eight four how much is it minus one w eight five minus w nine,x three its fine what about x four x five x six x seven now you see w n say w eight n is eight in our case w eight five w eight four how much is it minus one w eight five minus w nine,"then added with g 3 that will give me x 3, it is fine. What about x 4, x 5, x 6, x 7? Now, you see W n say W 8, n is 8 in our case, W",then added with g three that will give me x three it is fine what about x four x five x six x seven now you see w n say w eight n is eight in our case w,0.6087,0.6503,0.7778,0.8478
test,wGFFxY1gxSU,186,M,SLOW,EAST,53.18,Non-Engineering,Optimization,medium_ft,hf_clean,alt,so it is sometime called elliptic norm now it is here a home work to prove that this satisfies this thing satisfies all definitions of the norm so consider this as your two n d home work today now i can say that x and y are perpendicular with respect to h if x h y zero that is in this particular known it is zero in this particular set of inner product,so it is sometime called elliptic norm now it is here a home work to prove that this satisfies this thing satisfies all definitions of the norm so consider this as your two n d home work today now i can say that x and y are perpendicular with respect to h if x h y zero that is in this particular known it is zero in this particular set of inner product,"it is sometimes called the elliptic norm. Now, it is your homework to prove that this h if x h y is 0. That is in this particular norm it is 0 in this particular set of",it is sometimes called the elliptic norm now it is your homework to prove that this h if x h y is zero that is in this particular norm it is zero in this particular set of,0.6027,0.5637,0.4375,0.5068
test,nwcOtus_7eo,230,M,SLOW,NORTH,13.909,Engineering,Free Vibration,medium_ft,hf_clean,alt,this is k one and this is y that means k one y is equal to k two x minus k two y therefore y is,this is k one and this is y that means k one y is equal to k two x minus k two y therefore y is,"is y; that means, k1y is equal to k2x minus y. Therefore, y",is y that means k1y is equal to k2x minus y therefore y,0.5769,0.4421,0.5714,0.5
test,whuItiXjk5s,277,M,SLOW,SOUTH,64.92,Engineering,Error Budgeting for Thermo Couple Amplifier,medium_ft,hf_clean,alt,can make the output goes to zero so this kind of adjustment has to be done by assuming i bias current plus equal to i bias current minus we can make error due to bias current to zero by selecting the resistor values now for example if i have a gain twenty minus five then i can select this r f and i call this is r,can make the output goes to zero so this kind of adjustment has to be done by assuming i bias current plus equal to i bias current minus we can make error due to bias current to zero by selecting the resistor values now for example if i have a gain twenty minus five then i can select this r f and i call this is r,"can make the output go to 0. So, this kind of adjustment has to be done. So, by assuming V i plus i bias current plus equal to i bias current minus, we can we can make error due to error due to bias current to 0, bias current to 0 by adjusting by selecting the register values register values. Now, for example, if I want to have a",can make the output go to zero so this kind of adjustment has to be done so by assuming v i plus i bias current plus equal to i bias current minus we can we can make error due to error due to bias current to zero bias current to zero by adjusting by selecting the register values register values now for example if i want to have a,0.5672,0.414,0.7333,1.0299
test,VPwq6SN4Zos,236,M,AVG,WEST,23.102,Engineering,5 Parallel Manipulators,medium_ft,hf_clean,alt,so the these kind of powered that what we had seen more over we noticed that the axes can be parallel or perpendicular to this what we had seen in the last lecture has,so the these kind of powered that what we had seen more over we noticed that the axes can be parallel or perpendicular to this what we had seen in the last lecture has,"because this can be forward that is what we have seen. No, no we notice that the axis can be parallel or perpendicular to each other is what we have seen in the",because this can be forward that is what we have seen no no we notice that the axis can be parallel or perpendicular to each other is what we have seen in the,0.5588,0.3533,0.5,0.9706
