split,ID,Speaker_ID,Gender,Speech_Class,Native_Region,Speech_Duration_seconds,Discipline_Group,Topic,model,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer,cer,ref_recall,length_ratio
test,qBw8ZQrJeys,292,M,SLOW,SOUTH,7.01,Engineering,Level Testing,medium,whisper_norm,gold,"that is also saw it as an input may not be a functional requirements this is a dependent in the message, okay. So next for is performance requirements let try to understand what performance that ports the entire process of booting up till operational mode.",that is also saw it as an input may not be a functional requirements this is a dependent in the message okay so next for is performance requirements let try to understand what performance that ports the entire process of booting up till operational mode,This we will continue in the next class.,this we will continue in the next class,0.9111,0.8656,0.1053,0.1778
test,3vVJkvTsbXQ,88,M,SLOW,NORTH,25.36,Engineering,Open MP&PRAM Model of Computation,medium,whisper_norm,gold,not say assumption but it is an abstraction will talk about how it affect our analysis yes we one is the amount of resource how much memory i have how much local versus or shared,not say assumption but it is an abstraction will talk about how it affect our analysis yes we one is the amount of resource how much memory i have how much local versus or shared,"I won't say assumption, but it is an abstraction. We'll talk about how it affects our analysis. As many number of processors as you need, which means it is valid for a single processor to machine of even millions of processors. Yes. So one is the amount of resources, how much memory I have, how much local versus shared.",i will not say assumption but it is an abstraction we will talk about how it affects our analysis as many number of processors as you need which means it is valid for a single processor to machine of even 1000000s of processors yes so one is the amount of resources how much memory i have how much local versus shared,0.8857,0.8146,0.9,1.7429
test,4XulH3TfbT0,203,M,SLOW,EAST,52.541,Engineering,Surface Tension Driven Flows (Contd.),medium,whisper_norm,gold,"In short time, s is much much  00:52:22,059 so, 8 pi mu s ds/dt=pi r square H rho g okay. So, s ds/dt=R square H rho g/8 mu.",in short time s is much much 0 52 22059 so 8 pi mu s ds dt pi r square h rho g okay so s ds dt r square h rho g 8 mu,"In short time, s is much much less than h. So short time means s is much much less than h. So the right hand side is approximately pi r square h rho g. So 8 pi mu s ds dt is equal to pi r square h rho g.",in short time s is much much less than h so short time means s is much much less than h so the right hand side is approximately pi r square h rho g so 8 pi mu s ds dt is equal to pi r square h rho g,0.8286,0.9397,0.8095,1.4286
test,OFfJiIhFkJ4,43,M,SLOW,EAST,19.42,Non-Engineering,Determination of Molecular Weight of Polymers (Contd.),medium,whisper_norm,gold,"we know that in gel permeation chromatography there is no interaction between the polymer molecules and the pores or the column there is no interaction between them. So, the value",we know that in gel permeation chromatography there is no interaction between the polymer molecules and the pores or the column there is no interaction between them so the value,"We know that in gel permeation chromatography, there is no interaction between the polymer molecules and the pores or the column, there is no interaction between them. So, del H value of the polymer molecules is equal to del H, del H is equal to del H, del H is equal",we know that in gel permeation chromatography there is no interaction between the polymer molecules and the pores or the column there is no interaction between them so del h value of the polymer molecules is equal to del h del h is equal to del h del h is equal,0.7333,0.4802,1.0,1.7
test,ZvsSe5sJGdc,60,M,SLOW,WEST,25.37,Engineering,"General Flow Equations Through Porous Media (Contd.), Dupuit's Assumptions",medium,whisper_norm,gold,d by dx of – k dh by dx into h + d by dy of – k into dh by dy into h,d by dx of k dh by dx into h d by dy of k into dh by dy into h,d by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h.,d by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h,0.7143,0.371,0.6667,1.4286
test,sCXbZp08jMA,49,M,FAST,SOUTH,24.12,Engineering,6 Soil Mechanics,medium,whisper_norm,gold,depth z is given by (N dash) into W by V) where Ws is equal to W by V. Unit weight of suspension after elapsing time td can be determined at depth z is (gamma z) is equal to [(gamma w) plus N dash (W by V) into (Gs minus 1) by Gs)]. From this rearranging,depth z is given by into w by v where ws is equal to w by v unit weight of suspension after elapsing time td can be determined at depth z is is equal to from this rearranging,z is given by N dash into W by V where Ws is equal to W by V. So unit weight of the suspension after elapsing time t can be determined at depth z as gamma z is equal to gamma W in plus N dash W by V into Gs minus 1 divided by Gs. So from this the,z is given by n dash into w by v where ws is equal to w by v so unit weight of the suspension after elapsing time t can be determined at depth z as gamma z is equal to gamma w in plus n dash w by v into gs -one divided by gs so from this the,0.6842,0.5345,0.9259,1.5526
test,RZQTTfU9TNA,284,M,FAST,SOUTH,29.08,Engineering,Encoders and Decoders,medium,whisper_norm,gold,"normally, this is a practical 3 to 8 decoder, I can give you the IC number if you want to this is 74138, it is not necessary to remember numbers. In fact I am not even sure it’s 128 or 138 but I think it’s 138.",normally this is a practical 3 to 8 decoder i can give you the ic number if you want to this is 74138 it is not necessary to remember numbers in fact i am not even sure it s 128 or 138 but i think it s 138,"This is a practical 3-3 decoder, actually I can give you the IC number if you want to, it is 74138. It does not matter, you do not have to remember numbers, I do not remember numbers, in fact I am not even sure if it is 128 or 138, I think it is 138. Somebody has a book you can have a quick look at it.",this is a practical 3 3 decoder actually i can give you the ic number if you want to it is 74138 it does not matter you do not have to remember numbers i do not remember numbers in fact i am not even sure if it is 128 or 138 i think it is 138 somebody has a book you can have a quick look at it,0.6667,0.6537,0.8571,1.4167
test,l8kIWLWfbZ8,195,M,FAST,SOUTH,15.83,Engineering,- MESFET : Effects of channel length and gate length on IDS and gm,medium,whisper_norm,gold,it is not Vpo it is Vpo cylindrical is equal to q ND amplitude twice epsilon r epsilon,it is not vpo it is vpo cylindrical is equal to q nd amplitude twice epsilon r epsilon,"In fact, it is not Vp0, it is Vp0 cylindrical. It is equal to p and d magnitude twice epsilon r epsilon 0.",in fact it is not vp 0 it is vp 0 cylindrical it is equal to p and d magnitude twice epsilon r epsilon 0,0.6667,0.2791,0.6923,1.3889
test,nwcOtus_7eo,230,M,SLOW,NORTH,13.909,Engineering,Free Vibration,medium,whisper_norm,gold,"This is k1 and this is y; that means, k1 y is equal to k2 x minus k2y. Therefore, y is",this is k one and this is y that means k one y is equal to k 2 x minus k 2 y therefore y is,"is y. That means k1y is equal to k2x minus y. Therefore, y is equal to k2x minus k2y.",is y that means k one y is equal to k 2 x minus y therefore y is equal to k 2 x minus k 2 y,0.6538,0.5824,0.8571,1.0385
test,U6xmF1EqMEM,178,M,SLOW,EAST,30.0,Non-Engineering,Laws of Probability,medium,whisper_norm,gold,should be= probability of ai*probability of aj* probability of ak i j k must != and so on probability of intersection ai i=1 to n must be= the product of all the probabilities basically these are 2 to the power n-n-1 conditions,should be probability of ai probability of aj probability of ak i j k must and so on probability of intersection ai i one to n must be the product of all the probabilities basically these are 2 to the power n n one conditions,"that should be equal to probability of a i into probability of a j into probability of a k i j k must not be equal and so on. Probability of intersection a i i is equal to 1 to n must be equal to the product of all the probabilities . Basically these are 2 to the power n minus n minus 1 conditions . So, this is the first condition.",that should be equal to probability of a i into probability of a j into probability of a k i j k must not be equal and so on probability of intersection a i i is equal to one to n must be equal to the product of all the probabilities basically these are 2 to the power n minus n -one conditions so this is the 1st condition,0.6444,0.4356,0.8929,1.5333
